VendorName,Product,ProductId,TabKeyNewId,ProductSeries,ProductCategory,Total Sites,US Sites,Total Enterprises,Enterprises in US
CA Technologies,CA InterTest,1009,4742,IT Development/Infrastructure,IT Infrastructure & Ops Management,"34,557","30,020","4,769","3,397"
CA Technologies,CA InterTest,1009,4742,IT Development/Infrastructure,IT Infrastructure & Ops Management,"34,557","30,020","4,769","3,397"
IBM,IBM GPFS,3036,6063,IT Development/Infrastructure,IT Infrastructure & Ops Management,"33,925","25,011","5,958","3,021"
IBM,IBM GPFS,3036,6063,IT Development/Infrastructure,IT Infrastructure & Ops Management,"33,925","25,011","5,958","3,021"
IBM,MngdFileXfer,4854,6107,IT Development/Infrastructure,IT Infrastructure & Ops Management,"33,733","24,643","11,063","7,868"
IBM,MngdFileXfer,4854,6107,IT Development/Infrastructure,IT Infrastructure & Ops Management,"33,733","24,643","11,063","7,868"
IBM,IBM Tivoli Composite Application Manager (ITCAM),4070,6096,IT Development/Infrastructure,IT Infrastructure & Ops Management,"33,489","27,909","10,645","8,366"
IBM,IBM Tivoli Composite Application Manager (ITCAM),4070,6096,IT Development/Infrastructure,IT Infrastructure & Ops Management,"33,489","27,909","10,645","8,366"
Symantec,Altiris Client Management Suite,396,2317,IT Development/Infrastructure,IT Infrastructure & Ops Management,"32,913","24,067","5,066","3,222"
Symantec,Altiris Client Management Suite,396,2317,IT Development/Infrastructure,IT Infrastructure & Ops Management,"32,913","24,067","5,066","3,222"
HP Inc.,HP Operations Manager,5259,5111,IT Development/Infrastructure,IT Infrastructure & Ops Management,"31,434","24,071","4,814","2,355"
HP Inc.,HP Operations Manager,5259,5111,IT Development/Infrastructure,IT Infrastructure & Ops Management,"31,434","24,071","4,814","2,355"
Nimsoft,Nimsoft,4057,6652,IT Development/Infrastructure,IT Infrastructure & Ops Management,"30,669","16,947","9,024","2,718"
Nimsoft,Nimsoft,4057,6652,IT Development/Infrastructure,IT Infrastructure & Ops Management,"30,669","16,947","9,024","2,718"
CA Technologies,CA RC/Query,1021,4754,IT Development/Infrastructure,IT Infrastructure & Ops Management,"30,275","28,260","4,160","3,403"
CA Technologies,CA RC/Query,1021,4754,IT Development/Infrastructure,IT Infrastructure & Ops Management,"30,275","28,260","4,160","3,403"
Fluke Networks,Fluke Networks,2883,3037,IT Development/Infrastructure,IT Infrastructure & Ops Management,"30,133","23,118","5,128","3,150"
Fluke Networks,Fluke Networks,2883,3037,IT Development/Infrastructure,IT Infrastructure & Ops Management,"30,133","23,118","5,128","3,150"
Microsoft,Microsoft Advanced Group Policy Management,3070,6750,IT Development/Infrastructure,IT Infrastructure & Ops Management,"29,550","21,083","6,131","4,114"
Microsoft,Microsoft Advanced Group Policy Management,3070,6750,IT Development/Infrastructure,IT Infrastructure & Ops Management,"29,550","21,083","6,131","4,114"
BMC Software,BMC DASD MANAGER,1735,3336,IT Development/Infrastructure,IT Infrastructure & Ops Management,"29,524","27,856",481,243
BMC Software,BMC DASD MANAGER,1735,3336,IT Development/Infrastructure,IT Infrastructure & Ops Management,"29,524","27,856",481,243
Linoma Software,Linoma Software,4038,1223,IT Development/Infrastructure,IT Infrastructure & Ops Management,"28,885","21,631","6,264","3,567"
Linoma Software,Linoma Software,4038,1223,IT Development/Infrastructure,IT Infrastructure & Ops Management,"28,885","21,631","6,264","3,567"
Dell EMC,EMC Smarts,6999,1000,IT Development/Infrastructure,IT Infrastructure & Ops Management,"27,034","19,365","8,274","5,228"
Dell EMC,EMC Smarts,6999,1000,IT Development/Infrastructure,IT Infrastructure & Ops Management,"27,034","19,365","8,274","5,228"
Numara Software,Numara Software,4053,5760,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,824","22,225","5,482","3,883"
Numara Software,Numara Software,4053,5760,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,824","22,225","5,482","3,883"
The Cacti Group Inc.,Cacti,13059,13038,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,333","15,973","4,302","1,264"
The Cacti Group Inc.,Cacti,13059,13038,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,333","15,973","4,302","1,264"
Moogsoft,Moogsoft AIOps,16090,16069,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,222","17,128","5,740","2,661"
Moogsoft,Moogsoft AIOps,16090,16069,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,222","17,128","5,740","2,661"
Solarwinds,SolarWinds Network Performance Monitor,10417,10396,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,208","22,055","4,324","3,230"
Solarwinds,SolarWinds Network Performance Monitor,10417,10396,IT Development/Infrastructure,IT Infrastructure & Ops Management,"26,208","22,055","4,324","3,230"
Cisco Systems Inc,Cisco Tidal Enterprise Scheduler,7605,2271,IT Development/Infrastructure,IT Infrastructure & Ops Management,"25,907","19,805","4,803","2,814"
Cisco Systems Inc,Cisco Tidal Enterprise Scheduler,7605,2271,IT Development/Infrastructure,IT Infrastructure & Ops Management,"25,907","19,805","4,803","2,814"
Century Software,Century TinyTERM,7612,6405,IT Development/Infrastructure,IT Infrastructure & Ops Management,"25,623","22,387","4,956","3,391"
Century Software,Century TinyTERM,7612,6405,IT Development/Infrastructure,IT Infrastructure & Ops Management,"25,623","22,387","4,956","3,391"
ASG Software,ASG JCLPREP,633,573,IT Development/Infrastructure,IT Infrastructure & Ops Management,"25,529","24,379",320,173
ASG Software,ASG JCLPREP,633,573,IT Development/Infrastructure,IT Infrastructure & Ops Management,"25,529","24,379",320,173
Dell,Dell SecureWorks,6756,2713,IT Development/Infrastructure,IT Infrastructure & Ops Management,"24,805","19,102","5,107","3,603"
Dell,Dell SecureWorks,6756,2713,IT Development/Infrastructure,IT Infrastructure & Ops Management,"24,805","19,102","5,107","3,603"
CA Technologies,CA Scheduler,1024,4757,IT Development/Infrastructure,IT Infrastructure & Ops Management,"24,188","21,824","3,015","2,145"
CA Technologies,CA Scheduler,1024,4757,IT Development/Infrastructure,IT Infrastructure & Ops Management,"24,188","21,824","3,015","2,145"
CA Technologies,CA SYSVIEW,1026,4759,IT Development/Infrastructure,IT Infrastructure & Ops Management,"24,097","20,559","4,344","3,106"
CA Technologies,CA SYSVIEW,1026,4759,IT Development/Infrastructure,IT Infrastructure & Ops Management,"24,097","20,559","4,344","3,106"
CA Technologies,CA Automation Point,765,4713,IT Development/Infrastructure,IT Infrastructure & Ops Management,"23,256","18,227","3,912","2,235"
CA Technologies,CA Automation Point,765,4713,IT Development/Infrastructure,IT Infrastructure & Ops Management,"23,256","18,227","3,912","2,235"
BMC Software,BMC ProactiveNet Performance Management,5386,3349,IT Development/Infrastructure,IT Infrastructure & Ops Management,"21,371","12,740","3,811","1,824"
BMC Software,BMC ProactiveNet Performance Management,5386,3349,IT Development/Infrastructure,IT Infrastructure & Ops Management,"21,371","12,740","3,811","1,824"
TeamQuest,TeamQuest,4043,3612,IT Development/Infrastructure,IT Infrastructure & Ops Management,"20,843","12,525","3,277","2,180"
TeamQuest,TeamQuest,4043,3612,IT Development/Infrastructure,IT Infrastructure & Ops Management,"20,843","12,525","3,277","2,180"
IBM,IBM BDAM,800,5981,IT Development/Infrastructure,IT Infrastructure & Ops Management,"20,570","19,620",867,565
IBM,IBM BDAM,800,5981,IT Development/Infrastructure,IT Infrastructure & Ops Management,"20,570","19,620",867,565
EasyVista,EasyVista,4044,3622,IT Development/Infrastructure,IT Infrastructure & Ops Management,"20,249","5,820","3,427","1,010"
EasyVista,EasyVista,4044,3622,IT Development/Infrastructure,IT Infrastructure & Ops Management,"20,249","5,820","3,427","1,010"
GitHub,Graphite,13057,13036,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,933","15,348","2,309",930
GitHub,Graphite,13057,13036,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,933","15,348","2,309",930
AppNeta,AppNeta,5083,5370,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,778","15,198","5,472","3,894"
AppNeta,AppNeta,5083,5370,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,778","15,198","5,472","3,894"
CA Technologies,CA JCLCheck,1011,4744,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,673","18,008",892,543
CA Technologies,CA JCLCheck,1011,4744,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,673","18,008",892,543
Informatica,Informatica Data Archive,1764,4848,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,563","14,940","3,474","1,908"
Informatica,Informatica Data Archive,1764,4848,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,563","14,940","3,474","1,908"
NetIQ,NetIQ AppManager,5112,2780,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,494","15,875","3,152","1,384"
NetIQ,NetIQ AppManager,5112,2780,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,494","15,875","3,152","1,384"
Dell EMC,EMC Ionix,3998,974,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,309","12,780","5,236",986
Dell EMC,EMC Ionix,3998,974,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,309","12,780","5,236",986
IBM,IBM DFHSM,2224,6031,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,055","16,035","3,359","2,406"
IBM,IBM DFHSM,2224,6031,IT Development/Infrastructure,IT Infrastructure & Ops Management,"19,055","16,035","3,359","2,406"
Numerify Inc,Numerify,12455,12434,IT Development/Infrastructure,IT Infrastructure & Ops Management,"18,470","12,258","6,143","3,578"
