VendorName,Product,ProductId,TabKeyNewId,ProductSeries,ProductCategory,Total Sites,US Sites,Total Enterprises,Enterprises in US
Layer 7,Layer 7,1347,873,Collaborate Design & Publish,Collaborative/Integrated Software,"103,788","65,592","21,805","12,618"
Layer 7,Layer 7,1347,873,Collaborate Design & Publish,Collaborative/Integrated Software,"103,788","65,592","21,805","12,618"
Axway,Axway,1354,3159,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","53,519","23,213","9,886"
IBM,Domino 7,2378,6038,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","46,939","27,777","9,870"
IBM,Domino 8,2379,6039,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","46,939","27,777","9,870"
IBM,IBM Lotus Domino,4404,6099,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","46,939","27,777","9,870"
Axway,Axway,1354,3159,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","53,519","23,213","9,886"
IBM,Domino 7,2378,6038,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","46,939","27,777","9,870"
IBM,Domino 8,2379,6039,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","46,939","27,777","9,870"
IBM,IBM Lotus Domino,4404,6099,Collaborate Design & Publish,Collaborative/Integrated Software,"97,339","46,939","27,777","9,870"
Burstly,Burstly TestFlight,7594,7334,Collaborate Design & Publish,Collaborative/Integrated Software,"94,164","61,126","24,906","14,390"
Burstly,Burstly TestFlight,7594,7334,Collaborate Design & Publish,Collaborative/Integrated Software,"94,164","61,126","24,906","14,390"
IBM,IBM Sterling Gentran,7317,6210,Collaborate Design & Publish,Collaborative/Integrated Software,"87,068","76,848","12,904","9,715"
IBM,IBM Sterling Gentran,7317,6210,Collaborate Design & Publish,Collaborative/Integrated Software,"87,068","76,848","12,904","9,715"
Oracle,Oracle GlassFish,3007,314,Collaborate Design & Publish,Collaborative/Integrated Software,"87,026","59,825","15,250","6,211"
Oracle,Oracle GlassFish,3007,314,Collaborate Design & Publish,Collaborative/Integrated Software,"87,026","59,825","15,250","6,211"
CA Technologies,CA API Management,9627,9606,Collaborate Design & Publish,Collaborative/Integrated Software,"85,136","50,231","13,698","6,890"
CA Technologies,CA API Management,9627,9606,Collaborate Design & Publish,Collaborative/Integrated Software,"85,136","50,231","13,698","6,890"
Avaya Inc,Avaya Communicator,9588,9567,Collaborate Design & Publish,Collaborative/Integrated Software,"78,096","62,556","12,195","7,786"
Avaya Inc,Avaya Communicator,9588,9567,Collaborate Design & Publish,Collaborative/Integrated Software,"78,096","62,556","12,195","7,786"
Blue Jeans Network Inc.,BlueJeans,12256,12235,Collaborate Design & Publish,Collaborative/Integrated Software,"76,939","45,751","16,710","6,862"
Blue Jeans Network Inc.,BlueJeans,12256,12235,Collaborate Design & Publish,Collaborative/Integrated Software,"76,939","45,751","16,710","6,862"
LogMeIn,Join.Me,4105,6574,Collaborate Design & Publish,Collaborative/Integrated Software,"76,731","52,860","25,053","13,138"
LogMeIn,Join.Me,4105,6574,Collaborate Design & Publish,Collaborative/Integrated Software,"76,731","52,860","25,053","13,138"
Microsoft,Microsoft Live Meeting,4214,6758,Collaborate Design & Publish,Collaborative/Integrated Software,"72,458","52,210","15,021","9,390"
Microsoft,Microsoft Live Meeting,4214,6758,Collaborate Design & Publish,Collaborative/Integrated Software,"72,458","52,210","15,021","9,390"
IBM,IBM Sametime,6665,6185,Collaborate Design & Publish,Collaborative/Integrated Software,"71,766","45,447","13,510","8,892"
IBM,IBM Sametime,6665,6185,Collaborate Design & Publish,Collaborative/Integrated Software,"71,766","45,447","13,510","8,892"
South River Technologies Inc.,Webdrive,8216,4008,Collaborate Design & Publish,Collaborative/Integrated Software,"67,185","56,163","12,822","7,653"
South River Technologies Inc.,Webdrive,8216,4008,Collaborate Design & Publish,Collaborative/Integrated Software,"67,185","56,163","12,822","7,653"
SAS,SAS/ACCESS,120,2738,Collaborate Design & Publish,Collaborative/Integrated Software,"57,739","44,598","6,354","3,951"
SAS,SAS/ACCESS,120,2738,Collaborate Design & Publish,Collaborative/Integrated Software,"57,739","44,598","6,354","3,951"
Atlassian,Atlassian HipChat,9572,9551,Collaborate Design & Publish,Collaborative/Integrated Software,"57,510","42,477","11,795","6,037"
Atlassian,Atlassian HipChat,9572,9551,Collaborate Design & Publish,Collaborative/Integrated Software,"57,510","42,477","11,795","6,037"
Cisco Systems Inc,Cisco Spark,9673,9652,Collaborate Design & Publish,Collaborative/Integrated Software,"50,741","43,339","6,983","3,895"
Cisco Systems Inc,Cisco Spark,9673,9652,Collaborate Design & Publish,Collaborative/Integrated Software,"50,741","43,339","6,983","3,895"
Salesforce.com,Salesforce.com Chatter,6927,4154,Collaborate Design & Publish,Collaborative/Integrated Software,"46,045","35,003","10,700","7,127"
Salesforce.com,Salesforce.com Chatter,6927,4154,Collaborate Design & Publish,Collaborative/Integrated Software,"46,045","35,003","10,700","7,127"
Mattermost,Mattermost,15543,15522,Collaborate Design & Publish,Collaborative/Integrated Software,"42,677","29,749","5,310","2,109"
Mattermost,Mattermost,15543,15522,Collaborate Design & Publish,Collaborative/Integrated Software,"42,677","29,749","5,310","2,109"
SPS Commerce,SPS Commerce,7169,7072,Collaborate Design & Publish,Collaborative/Integrated Software,"40,432","32,063","7,098","4,264"
SPS Commerce,SPS Commerce,7169,7072,Collaborate Design & Publish,Collaborative/Integrated Software,"40,432","32,063","7,098","4,264"
GXS,Inovis,3921,4130,Collaborate Design & Publish,Collaborative/Integrated Software,"38,624","33,808","4,613","3,100"
GXS,Inovis,3921,4130,Collaborate Design & Publish,Collaborative/Integrated Software,"38,624","33,808","4,613","3,100"
IBM,IBM API Connect,9923,9902,Collaborate Design & Publish,Collaborative/Integrated Software,"37,425","16,010","6,604","2,358"
IBM,IBM API Connect,9923,9902,Collaborate Design & Publish,Collaborative/Integrated Software,"37,425","16,010","6,604","2,358"
WSO2,WSO2 API Manager,12843,12822,Collaborate Design & Publish,Collaborative/Integrated Software,"36,854","19,814","5,872","2,537"
WSO2,WSO2 API Manager,12843,12822,Collaborate Design & Publish,Collaborative/Integrated Software,"36,854","19,814","5,872","2,537"
Amazon,Amazon Mechanical Turk,4707,3882,Collaborate Design & Publish,Collaborative/Integrated Software,"33,638","29,001","9,051","7,680"
Amazon,Amazon Mechanical Turk,4707,3882,Collaborate Design & Publish,Collaborative/Integrated Software,"33,638","29,001","9,051","7,680"
Mindjet,Mindjet,1364,6856,Collaborate Design & Publish,Collaborative/Integrated Software,"32,004","20,288","8,212","4,747"
Mindjet,Mindjet,1364,6856,Collaborate Design & Publish,Collaborative/Integrated Software,"32,004","20,288","8,212","4,747"
Tibco,Tibco ActiveMatrix Service Bus,328,3945,Collaborate Design & Publish,Collaborative/Integrated Software,"27,333","12,610","4,364","1,694"
Tibco,Tibco ActiveMatrix Service Bus,328,3945,Collaborate Design & Publish,Collaborative/Integrated Software,"27,333","12,610","4,364","1,694"
GXS,GXS TrustedLink,7663,4131,Collaborate Design & Publish,Collaborative/Integrated Software,"27,316","24,153","2,707","1,944"
GXS,GXS TrustedLink,7663,4131,Collaborate Design & Publish,Collaborative/Integrated Software,"27,316","24,153","2,707","1,944"
Intel,Mashery,4682,4474,Collaborate Design & Publish,Collaborative/Integrated Software,"24,166","17,533","4,347","1,678"
Intel,Mashery,4682,4474,Collaborate Design & Publish,Collaborative/Integrated Software,"24,166","17,533","4,347","1,678"
Axway,Axway API Management,9596,9575,Collaborate Design & Publish,Collaborative/Integrated Software,"23,614","8,420","6,267","1,122"
Axway,Axway API Management,9596,9575,Collaborate Design & Publish,Collaborative/Integrated Software,"23,614","8,420","6,267","1,122"
Avaya Inc,Avaya Meeting Exchange,4806,6489,Collaborate Design & Publish,Collaborative/Integrated Software,"23,458","21,136","2,687","1,708"
Avaya Inc,Avaya Meeting Exchange,4806,6489,Collaborate Design & Publish,Collaborative/Integrated Software,"23,458","21,136","2,687","1,708"
Cisco Systems Inc,Cisco Codian,1247,2196,Collaborate Design & Publish,Collaborative/Integrated Software,"22,157","16,278","4,532","2,753"
Cisco Systems Inc,Cisco Codian,1247,2196,Collaborate Design & Publish,Collaborative/Integrated Software,"22,157","16,278","4,532","2,753"
CollabNet,CollabNet TeamForge,7577,3306,Collaborate Design & Publish,Collaborative/Integrated Software,"21,713","14,542","3,670","1,747"
CollabNet,CollabNet TeamForge,7577,3306,Collaborate Design & Publish,Collaborative/Integrated Software,"21,713","14,542","3,670","1,747"
SAP,SAP Jam Collaboration,10365,10344,Collaborate Design & Publish,Collaborative/Integrated Software,"21,321","12,672","5,676","3,005"
SAP,SAP Jam Collaboration,10365,10344,Collaborate Design & Publish,Collaborative/Integrated Software,"21,321","12,672","5,676","3,005"
Saba Software Inc.,Saba Centra,6646,5835,Collaborate Design & Publish,Collaborative/Integrated Software,"20,764","15,547","5,768","3,633"
Saba Software Inc.,Saba Centra,6646,5835,Collaborate Design & Publish,Collaborative/Integrated Software,"20,764","15,547","5,768","3,633"
Unify,Siemens OpenScape Office,5244,7739,Collaborate Design & Publish,Collaborative/Integrated Software,"20,622","15,201","3,053","1,319"
Unify,Siemens OpenScape Office,5244,7739,Collaborate Design & Publish,Collaborative/Integrated Software,"20,622","15,201","3,053","1,319"
Informatica,Informatica B2B Data Exchange,784,4843,Collaborate Design & Publish,Collaborative/Integrated Software,"19,565","16,635","4,168","3,377"
Informatica,Informatica B2B Data Exchange,784,4843,Collaborate Design & Publish,Collaborative/Integrated Software,"19,565","16,635","4,168","3,377"
Cisco Systems Inc,Cisco Unified MeetingPlace,7773,2284,Collaborate Design & Publish,Collaborative/Integrated Software,"19,128","15,887","2,833","1,753"
Cisco Systems Inc,Cisco Unified MeetingPlace,7773,2284,Collaborate Design & Publish,Collaborative/Integrated Software,"19,128","15,887","2,833","1,753"
Saba Software Inc.,Saba Meeting,6647,5836,Collaborate Design & Publish,Collaborative/Integrated Software,"19,109","12,909","6,197","3,801"
Saba Software Inc.,Saba Meeting,6647,5836,Collaborate Design & Publish,Collaborative/Integrated Software,"19,109","12,909","6,197","3,801"
Microsoft,Microsoft Sharepoint 2010,10120,10099,Collaborate Design & Publish,Collaborative/Integrated Software,"19,075","11,849","5,471","2,447"
Microsoft,Microsoft Sharepoint 2010,10120,10099,Collaborate Design & Publish,Collaborative/Integrated Software,"19,075","11,849","5,471","2,447"
BMC Software,BMC Middleware Management,4702,3346,Collaborate Design & Publish,Collaborative/Integrated Software,"17,655","12,239","2,462","1,212"
BMC Software,BMC Middleware Management,4702,3346,Collaborate Design & Publish,Collaborative/Integrated Software,"17,655","12,239","2,462","1,212"
Cisco Systems Inc,Cisco MX300,1250,2199,Collaborate Design & Publish,Collaborative/Integrated Software,"16,956","9,764","4,984",679
Cisco Systems Inc,Cisco MX300,1250,2199,Collaborate Design & Publish,Collaborative/Integrated Software,"16,956","9,764","4,984",679
Tibco,Tibco Adapter,333,3946,Collaborate Design & Publish,Collaborative/Integrated Software,"16,573","13,152",882,491
Tibco,Tibco Adapter,333,3946,Collaborate Design & Publish,Collaborative/Integrated Software,"16,573","13,152",882,491
Progress Software,Progress Orbix,5283,3407,Collaborate Design & Publish,Collaborative/Integrated Software,"16,018","12,995","1,615",778
Progress Software,Progress Orbix,5283,3407,Collaborate Design & Publish,Collaborative/Integrated Software,"16,018","12,995","1,615",778
Infor,Lawson System Foundation,7504,923,Collaborate Design & Publish,Collaborative/Integrated Software,"15,875","14,995","1,964","1,567"
Infor,Lawson System Foundation,7504,923,Collaborate Design & Publish,Collaborative/Integrated Software,"15,875","14,995","1,964","1,567"
Igloo Software,Igloo Software,1359,4635,Collaborate Design & Publish,Collaborative/Integrated Software,"15,394","12,172","2,979","1,944"
Igloo Software,Igloo Software,1359,4635,Collaborate Design & Publish,Collaborative/Integrated Software,"15,394","12,172","2,979","1,944"
Dell,Dell Boomi API Management,9722,9701,Collaborate Design & Publish,Collaborative/Integrated Software,"15,321","9,569","4,289","2,217"
Dell,Dell Boomi API Management,9722,9701,Collaborate Design & Publish,Collaborative/Integrated Software,"15,321","9,569","4,289","2,217"
Widen Enterprises Inc,Widen,13590,13569,Collaborate Design & Publish,Collaborative/Integrated Software,"14,409","12,346","1,806","1,145"
Widen Enterprises Inc,Widen,13590,13569,Collaborate Design & Publish,Collaborative/Integrated Software,"14,409","12,346","1,806","1,145"
Sitrion,Sitrion,1349,1043,Collaborate Design & Publish,Collaborative/Integrated Software,"14,166","10,990","5,356","4,130"
Sitrion,Sitrion,1349,1043,Collaborate Design & Publish,Collaborative/Integrated Software,"14,166","10,990","5,356","4,130"
Micro Focus,Micro Focus Sprinter,7168,5165,Collaborate Design & Publish,Collaborative/Integrated Software,"13,961","8,098","2,547",780
Micro Focus,Micro Focus Sprinter,7168,5165,Collaborate Design & Publish,Collaborative/Integrated Software,"13,961","8,098","2,547",780
Jolly Giant,Jolly Giant,1351,3112,Collaborate Design & Publish,Collaborative/Integrated Software,"13,954","12,514",973,683
Jolly Giant,Jolly Giant,1351,3112,Collaborate Design & Publish,Collaborative/Integrated Software,"13,954","12,514",973,683
IBM,IBM Domino 6,2377,6037,Collaborate Design & Publish,Collaborative/Integrated Software,"12,530","10,726","1,068",643
IBM,IBM Domino 6,2377,6037,Collaborate Design & Publish,Collaborative/Integrated Software,"12,530","10,726","1,068",643
Oracle,Oracle Exalogic,2794,301,Collaborate Design & Publish,Collaborative/Integrated Software,"12,294","8,173","2,152",722
Oracle,Oracle Exalogic,2794,301,Collaborate Design & Publish,Collaborative/Integrated Software,"12,294","8,173","2,152",722
Bynder,Bynder,13604,13583,Collaborate Design & Publish,Collaborative/Integrated Software,"11,862","9,359","2,973","1,838"
WebDAM,Webdam,13591,13570,Collaborate Design & Publish,Collaborative/Integrated Software,"11,862","9,359","2,973","1,838"
Bynder,Bynder,13604,13583,Collaborate Design & Publish,Collaborative/Integrated Software,"11,862","9,359","2,973","1,838"
WebDAM,Webdam,13591,13570,Collaborate Design & Publish,Collaborative/Integrated Software,"11,862","9,359","2,973","1,838"
Salesforce.com,Slack,10622,10601,Collaborate Design & Publish,Collaborative/Integrated Software,"11,756","6,468","4,789","2,230"
Salesforce.com,Slack,10622,10601,Collaborate Design & Publish,Collaborative/Integrated Software,"11,756","6,468","4,789","2,230"
Snow Software AB,Snow Software,14292,14271,Collaborate Design & Publish,Collaborative/Integrated Software,"11,689","4,336","3,873",819
Snow Software AB,Snow Software,14292,14271,Collaborate Design & Publish,Collaborative/Integrated Software,"11,689","4,336","3,873",819
Cisco Systems Inc,Cisco Prime Collaboration Manager,5888,2251,Collaborate Design & Publish,Collaborative/Integrated Software,"11,307","7,818","1,962","1,129"
WebEx,Collaborative Software,1374,512,Collaborate Design & Publish,Collaborative/Integrated Software,"11,307","7,818","1,962","1,129"
Cisco Systems Inc,Cisco Prime Collaboration Manager,5888,2251,Collaborate Design & Publish,Collaborative/Integrated Software,"11,307","7,818","1,962","1,129"
WebEx,Collaborative Software,1374,512,Collaborate Design & Publish,Collaborative/Integrated Software,"11,307","7,818","1,962","1,129"
Red Hat,Red Hat 3scale API Management Platform,10305,10284,Collaborate Design & Publish,Collaborative/Integrated Software,"11,150","6,842","2,397",903
Red Hat,Red Hat 3scale API Management Platform,10305,10284,Collaborate Design & Publish,Collaborative/Integrated Software,"11,150","6,842","2,397",903
Premiere Global Services Inc,PGi GlobalMeet,12751,12730,Collaborate Design & Publish,Collaborative/Integrated Software,"11,113","7,346","4,944","3,147"
Premiere Global Services Inc,PGi iMeet,12750,12729,Collaborate Design & Publish,Collaborative/Integrated Software,"11,113","7,346","4,944","3,147"
Premiere Global Services Inc,TalkPoint Convey,12186,12165,Collaborate Design & Publish,Collaborative/Integrated Software,"11,113","7,346","4,944","3,147"
Premiere Global Services Inc,PGi GlobalMeet,12751,12730,Collaborate Design & Publish,Collaborative/Integrated Software,"11,113","7,346","4,944","3,147"
Premiere Global Services Inc,PGi iMeet,12750,12729,Collaborate Design & Publish,Collaborative/Integrated Software,"11,113","7,346","4,944","3,147"
Premiere Global Services Inc,TalkPoint Convey,12186,12165,Collaborate Design & Publish,Collaborative/Integrated Software,"11,113","7,346","4,944","3,147"
Akana,Akana Enterprise API Platform,12841,12820,Collaborate Design & Publish,Collaborative/Integrated Software,"11,076","7,135","4,196","2,524"
Akana,Akana Enterprise API Platform,12841,12820,Collaborate Design & Publish,Collaborative/Integrated Software,"11,076","7,135","4,196","2,524"
Arkadin,Arkadin,1344,535,Collaborate Design & Publish,Collaborative/Integrated Software,"11,053","2,762","2,202",602
Arkadin,Arkadin Web Conferencing,9559,9538,Collaborate Design & Publish,Collaborative/Integrated Software,"11,053","2,762","2,202",602
Arkadin,Arkadin,1344,535,Collaborate Design & Publish,Collaborative/Integrated Software,"11,053","2,762","2,202",602
Arkadin,Arkadin Web Conferencing,9559,9538,Collaborate Design & Publish,Collaborative/Integrated Software,"11,053","2,762","2,202",602
Cisco Systems Inc,Cisco MX200,1249,2198,Collaborate Design & Publish,Collaborative/Integrated Software,"10,409","8,471","1,214",531
Cisco Systems Inc,Cisco MX200,1249,2198,Collaborate Design & Publish,Collaborative/Integrated Software,"10,409","8,471","1,214",531
IBM,IBM Domino 5,2376,6036,Collaborate Design & Publish,Collaborative/Integrated Software,"10,359","7,040","1,492",762
IBM,IBM Domino 5,2376,6036,Collaborate Design & Publish,Collaborative/Integrated Software,"10,359","7,040","1,492",762
AT&T,AT&T Connect,9564,9543,Collaborate Design & Publish,Collaborative/Integrated Software,"10,029","8,727","2,180","1,857"
AT&T,AT&T Connect,9564,9543,Collaborate Design & Publish,Collaborative/Integrated Software,"10,029","8,727","2,180","1,857"
Colligo,Colligo,1361,5290,Collaborate Design & Publish,Collaborative/Integrated Software,"8,748","7,635","1,459","1,117"
Colligo,Colligo,1361,5290,Collaborate Design & Publish,Collaborative/Integrated Software,"8,748","7,635","1,459","1,117"
Extensis,Extensis Portfolio,13607,13586,Collaborate Design & Publish,Collaborative/Integrated Software,"8,552","7,570","1,114",546
Extensis,Extensis Portfolio,13607,13586,Collaborate Design & Publish,Collaborative/Integrated Software,"8,552","7,570","1,114",546
Data Masons,Data Masons,1350,3038,Collaborate Design & Publish,Collaborative/Integrated Software,"7,449","6,632",847,575
Data Masons,Data Masons,1350,3038,Collaborate Design & Publish,Collaborative/Integrated Software,"7,449","6,632",847,575
IceWarp,IceWarp,15959,15938,Collaborate Design & Publish,Collaborative/Integrated Software,"7,248","1,510","4,212",692
IceWarp,IceWarp,15959,15938,Collaborate Design & Publish,Collaborative/Integrated Software,"7,248","1,510","4,212",692
Borland Software,Borland VisiBroker,8005,2802,Collaborate Design & Publish,Collaborative/Integrated Software,"6,985","5,725",544,314
Borland Software,Borland VisiBroker,8005,2802,Collaborate Design & Publish,Collaborative/Integrated Software,"6,985","5,725",544,314
Cisco Systems Inc,Cisco WebEx Event Center,8203,2294,Collaborate Design & Publish,Collaborative/Integrated Software,"6,565","4,029","2,461","1,638"
Cisco Systems Inc,Cisco WebEx Event Center,8203,2294,Collaborate Design & Publish,Collaborative/Integrated Software,"6,565","4,029","2,461","1,638"
IBM,IBM DataMirror,1780,6018,Collaborate Design & Publish,Collaborative/Integrated Software,"6,286","5,103",874,629
IBM,IBM DataMirror,1780,6018,Collaborate Design & Publish,Collaborative/Integrated Software,"6,286","5,103",874,629
Genesys,Genesys Gplus Adapter,3037,5393,Collaborate Design & Publish,Collaborative/Integrated Software,"5,971","4,711",987,155
Genesys,Genesys Gplus Adapter,3037,5393,Collaborate Design & Publish,Collaborative/Integrated Software,"5,971","4,711",987,155
CELUM,CELUM DAM,13613,13592,Collaborate Design & Publish,Collaborative/Integrated Software,"5,706","2,547","1,087",282
CELUM,CELUM DAM,13613,13592,Collaborate Design & Publish,Collaborative/Integrated Software,"5,706","2,547","1,087",282
iLinc Communications,iLinc,3438,2417,Collaborate Design & Publish,Collaborative/Integrated Software,"5,636","4,335",564,339
iLinc Communications,iLinc,3438,2417,Collaborate Design & Publish,Collaborative/Integrated Software,"5,636","4,335",564,339
AT&T,AT&T Conferencing,1463,7778,Collaborate Design & Publish,Collaborative/Integrated Software,"5,553","5,118","1,440","1,142"
AT&T,AT&T Conferencing,1463,7778,Collaborate Design & Publish,Collaborative/Integrated Software,"5,553","5,118","1,440","1,142"
OpenText,OpenText Portal,15695,15674,Collaborate Design & Publish,Collaborative/Integrated Software,"5,298","4,779",284,165
OpenText,OpenText Portal,15695,15674,Collaborate Design & Publish,Collaborative/Integrated Software,"5,298","4,779",284,165
Plumtree Software,Plumtree Software,1370,8280,Collaborate Design & Publish,Collaborative/Integrated Software,"5,094","2,558","1,318",518
Plumtree Software,Plumtree Software,1370,8280,Collaborate Design & Publish,Collaborative/Integrated Software,"5,094","2,558","1,318",518
Dialpad Inc.,UberConference,15376,15355,Collaborate Design & Publish,Collaborative/Integrated Software,"4,998","4,524",810,561
Dialpad Inc.,UberConference,15376,15355,Collaborate Design & Publish,Collaborative/Integrated Software,"4,998","4,524",810,561
Cloud Elements Inc.,Cloud Elements,12842,12821,Collaborate Design & Publish,Collaborative/Integrated Software,"4,960","1,871","1,182",382
Cloud Elements Inc.,Cloud Elements,12842,12821,Collaborate Design & Publish,Collaborative/Integrated Software,"4,960","1,871","1,182",382
Liaison Technologies,Liaison Technologies,4185,6849,Collaborate Design & Publish,Collaborative/Integrated Software,"4,893","4,186",408,260
Liaison Technologies,Liaison Technologies,4185,6849,Collaborate Design & Publish,Collaborative/Integrated Software,"4,893","4,186",408,260
Fiorano,Fiorano,1362,5734,Collaborate Design & Publish,Collaborative/Integrated Software,"4,217","1,887","2,030",873
Fiorano,Fiorano,1362,5734,Collaborate Design & Publish,Collaborative/Integrated Software,"4,217","1,887","2,030",873
Avaya Inc,Avaya Aura Conferencing,9585,9564,Collaborate Design & Publish,Collaborative/Integrated Software,"3,883","3,529",222,125
Avaya Inc,Avaya Aura Conferencing,9585,9564,Collaborate Design & Publish,Collaborative/Integrated Software,"3,883","3,529",222,125
Novell,Novell Vibe,5180,4966,Collaborate Design & Publish,Collaborative/Integrated Software,"3,839","3,679",152,104
Novell,Novell Vibe,5180,4966,Collaborate Design & Publish,Collaborative/Integrated Software,"3,839","3,679",152,104
TokBox Inc.,TokBox,13067,13046,Collaborate Design & Publish,Collaborative/Integrated Software,"3,783","2,390","1,378",728
TokBox Inc.,TokBox,13067,13046,Collaborate Design & Publish,Collaborative/Integrated Software,"3,783","2,390","1,378",728
6Connex,6Connex,15736,15715,Collaborate Design & Publish,Collaborative/Integrated Software,"3,582","2,523",890,647
6Connex,6Connex,15736,15715,Collaborate Design & Publish,Collaborative/Integrated Software,"3,582","2,523",890,647
Premiere Global Services Inc,ReadyTalk Meetings,11083,11062,Collaborate Design & Publish,Collaborative/Integrated Software,"3,414","2,833","1,163",850
Premiere Global Services Inc,ReadyTalk Meetings,11083,11062,Collaborate Design & Publish,Collaborative/Integrated Software,"3,414","2,833","1,163",850
Jalios,Jalios,15524,15503,Collaborate Design & Publish,Collaborative/Integrated Software,"2,972",11,657,4
Jalios,Jalios,15524,15503,Collaborate Design & Publish,Collaborative/Integrated Software,"2,972",11,657,4
Oracle,Oracle Beehive,10181,10160,Collaborate Design & Publish,Collaborative/Integrated Software,"2,426",925,594,198
Oracle,Oracle Beehive,10181,10160,Collaborate Design & Publish,Collaborative/Integrated Software,"2,426",925,594,198
Informatica,Informatica Ultra Messaging,7688,4861,Collaborate Design & Publish,Collaborative/Integrated Software,"2,368","1,215",353,185
Informatica,Informatica Ultra Messaging,7688,4861,Collaborate Design & Publish,Collaborative/Integrated Software,"2,368","1,215",353,185
MediaValet Inc.,MediaValet,13621,13600,Collaborate Design & Publish,Collaborative/Integrated Software,"2,304","1,916",493,316
MediaValet Inc.,MediaValet,13621,13600,Collaborate Design & Publish,Collaborative/Integrated Software,"2,304","1,916",493,316
HyperOffice,HyperOffice,1346,762,Collaborate Design & Publish,Collaborative/Integrated Software,"2,102","1,891","1,502","1,424"
HyperOffice,HyperOffice,1346,762,Collaborate Design & Publish,Collaborative/Integrated Software,"2,102","1,891","1,502","1,424"
CoSchedule LLC,CoSchedule,13960,13939,Collaborate Design & Publish,Collaborative/Integrated Software,"1,856","1,269",801,513
CoSchedule LLC,CoSchedule,13960,13939,Collaborate Design & Publish,Collaborative/Integrated Software,"1,856","1,269",801,513
Tibco,Tibco Foresight,2891,3958,Collaborate Design & Publish,Collaborative/Integrated Software,"1,748","1,557",193,121
Tibco,Tibco Foresight,2891,3958,Collaborate Design & Publish,Collaborative/Integrated Software,"1,748","1,557",193,121
QAD,QAD QXtend,6197,6555,Collaborate Design & Publish,Collaborative/Integrated Software,"1,658",835,362,152
QAD,QAD QXtend,6197,6555,Collaborate Design & Publish,Collaborative/Integrated Software,"1,658",835,362,152
Microsoft,GroupMe,9876,9855,Collaborate Design & Publish,Collaborative/Integrated Software,"1,500","1,153",763,435
Microsoft,GroupMe,9876,9855,Collaborate Design & Publish,Collaborative/Integrated Software,"1,500","1,153",763,435
Asset Bank,Asset Bank,13598,13577,Collaborate Design & Publish,Collaborative/Integrated Software,"1,465",530,164,53
Asset Bank,Asset Bank,13598,13577,Collaborate Design & Publish,Collaborative/Integrated Software,"1,465",530,164,53
Tibco,Tibco Substation ES,7327,3967,Collaborate Design & Publish,Collaborative/Integrated Software,"1,347",84,128,27
Tibco,Tibco Substation ES,7327,3967,Collaborate Design & Publish,Collaborative/Integrated Software,"1,347",84,128,27
SAP,Duet Enterprise,2419,5460,Collaborate Design & Publish,Collaborative/Integrated Software,"1,334",919,133,47
SAP,Duet Enterprise,2419,5460,Collaborate Design & Publish,Collaborative/Integrated Software,"1,334",919,133,47
BMC Software,BMC Application Transaction Tracing,589,3324,Collaborate Design & Publish,Collaborative/Integrated Software,"1,197",270,365,74
BMC Software,BMC Application Transaction Tracing,589,3324,Collaborate Design & Publish,Collaborative/Integrated Software,"1,197",270,365,74
Wiredrive,Wiredrive,1356,3205,Collaborate Design & Publish,Collaborative/Integrated Software,"1,092",736,570,356
Wiredrive,Wiredrive,1356,3205,Collaborate Design & Publish,Collaborative/Integrated Software,"1,092",736,570,356
ChatWork Inc.,ChatWork,14307,14286,Collaborate Design & Publish,Collaborative/Integrated Software,"1,082",492,139,44
ChatWork Inc.,ChatWork,14307,14286,Collaborate Design & Publish,Collaborative/Integrated Software,"1,082",492,139,44
Cisco Systems Inc,ShowandShare,6932,2263,Collaborate Design & Publish,Collaborative/Integrated Software,"1,032",314,398,97
Cisco Systems Inc,ShowandShare,6932,2263,Collaborate Design & Publish,Collaborative/Integrated Software,"1,032",314,398,97
Aurea Software,Progress DataXtend,5658,2768,Collaborate Design & Publish,Collaborative/Integrated Software,966,460,251,123
Aurea Software,Progress DataXtend,5658,2768,Collaborate Design & Publish,Collaborative/Integrated Software,966,460,251,123
HostBridge,HostBridge,1360,4703,Collaborate Design & Publish,Collaborative/Integrated Software,963,549,335,194
HostBridge,HostBridge,1360,4703,Collaborate Design & Publish,Collaborative/Integrated Software,963,549,335,194
Samepage,Samepage,13225,13204,Collaborate Design & Publish,Collaborative/Integrated Software,814,737,110,67
Samepage,Samepage,13225,13204,Collaborate Design & Publish,Collaborative/Integrated Software,814,737,110,67
INXPO,Inxpo,11407,11386,Collaborate Design & Publish,Collaborative/Integrated Software,708,304,211,89
INXPO,Inxpo,11407,11386,Collaborate Design & Publish,Collaborative/Integrated Software,708,304,211,89
Verizon Communications,Verizon Conferencing,1462,3849,Collaborate Design & Publish,Collaborative/Integrated Software,701,388,222,116
Verizon Communications,Verizon Conferencing,1462,3849,Collaborate Design & Publish,Collaborative/Integrated Software,701,388,222,116
Qualedi,Qualedi,1352,3125,Collaborate Design & Publish,Collaborative/Integrated Software,627,476,75,42
