VendorName,Product,ProductCategory,IsOpenSource,GitHubLink
3d3 Com Pty Ltd,ShopFactory,E-Commerce Platform/Software,No,
Styla GmbH (Styla.com),Styla,E-Commerce Platform/Software,No,
Oxid,OXID eShop Enterprise Edition,E-Commerce Platform/Software,No,
Gambio,Gambio,E-Commerce Platform/Software,Yes,https://github.com/gambio
Big Cartel LLC,Big Cartel,E-Commerce Platform/Software,No,
shoptet.cz,Shoptet,E-Commerce Platform/Software,No,
Xariable Inc d/b/a Loop Returns,Loop Returns,E-Commerce Platform/Software,No,
k-eCommerce,k-eCommerce,E-Commerce Platform/Software,No,
shopgo,ShopGo,E-Commerce Platform/Software,No,
SecondPhase,Second Phase,E-Commerce Platform/Software,No,
Insite Software Solutions Inc.,InsiteCommerce,E-Commerce Platform/Software,No,
RevolutionParts,Revolution Parts,E-Commerce Platform/Software,No,
Oxatis,Oxatis,E-Commerce Platform/Software,No,
E Store Co. Ltd,Estore,E-Commerce Platform/Software,No,
Web Shop Manager,Web Shop Manager,E-Commerce Platform/Software,No,
CoreCommerce,CoreCommerce,E-Commerce Platform/Software,No,
Fredhopper BW,Fredhopper,E-Commerce Platform/Software,No,
SendOwl,SendOwl,E-Commerce Platform/Software,No,
EPiServer,Episerver Digital Commerce,E-Commerce Platform/Software,No,
TIE Kinetix,TIE Kinetix,E-Commerce Platform/Software,No,
mercadoshops.com,Mercado Shops,E-Commerce Platform/Software,No,
Advanced E Media Inc,Webjaguar,E-Commerce Platform/Software,No,
Crobox Bv,Crobox,E-Commerce Platform/Software,No,
Litium,Litium,E-Commerce Platform/Software,No,
Isotools,Isotools,E-Commerce Platform/Software,No,
AmeriCommerce,AmeriCommerce,E-Commerce Platform/Software,No,
modified eCommerce Shopsoftware,modified eCommerce Shopsoftware,E-Commerce Platform/Software,Yes,https://www.modified-shop.org/
VISA,TrialPay,E-Commerce Platform/Software,No,
StackCommerce,StackCommerce,E-Commerce Platform/Software,No,
Jetshop Ab,Jetshop,E-Commerce Platform/Software,No,
SOPHIO SOFTWARE INC,Sophio,E-Commerce Platform/Software,No,
Sharetribe Ltd,Sharetribe,E-Commerce Platform/Software,No,
Znode LLC,Znode Storefront,E-Commerce Platform/Software,No,
Web Ninja Pty Ltd,Web Ninja,E-Commerce Platform/Software,No,
Poq Studio Ltd.,Poq Commerce,E-Commerce Platform/Software,No,
Kagi Inc,Kagi,E-Commerce Platform/Software,No,
shop-pro.jp,Color Me Shop,E-Commerce Platform/Software,No,
Quicklizard,Quicklizard,E-Commerce Platform/Software,No,
Visualsoft Ltd,VS Commerce,E-Commerce Platform/Software,No,
Rakuten Marketing,Rakuten Super Logistics,E-Commerce Platform/Software,No,
Netalogue Technologies plc,Netalogue,E-Commerce Platform/Software,No,
MyCashflow,MyCashflow,E-Commerce Platform/Software,No,
WEBPOPULATION,Webpopulation WShop,E-Commerce Platform/Software,No,
Tienda Nube / Nuvem Shop,Tienda Nube,E-Commerce Platform/Software,No,
BV Software,BV Commerce,E-Commerce Platform/Software,No,
Redicom,Redicom,E-Commerce Platform/Software,No,
Convead,Convead,E-Commerce Platform/Software,No,
Shopgate Inc.,ShopGate,E-Commerce Platform/Software,No,
SmartWeb,SmartWeb,E-Commerce Platform/Software,No,
LemonStand eCommerce,LemonStand,E-Commerce Platform/Software,No,
Fortune3,fortune3,E-Commerce Platform/Software,No,
Scalefast Inc.,Scalefast,E-Commerce Platform/Software,No,
CommerceV3,CommerceV3,E-Commerce Platform/Software,No,
Hubshop,Hubshop.ly for BigCommerce,E-Commerce Platform/Software,No,
Vilkas Group Oy,Vilkas,E-Commerce Platform/Software,No,
Solutionists,Solutionists,E-Commerce Platform/Software,No,
Strategic eCommerce,Straightsell,E-Commerce Platform/Software,No,
Mystore.no,Mystoreno,E-Commerce Platform/Software,No,
Webmercs,Webmercs,E-Commerce Platform/Software,No,
PowerBoutique,PowerBoutique,E-Commerce Platform/Software,No,
NuORDER Inc.,NuORDER,E-Commerce Platform/Software,No,
MonsterCommerce,MonsterCommerce,E-Commerce Platform/Software,No,
GoDaddy,GoDaddy Online Store,E-Commerce Platform/Software,No,
ShopWired,ShopWired,E-Commerce Platform/Software,No,
Thelia,Thelia,E-Commerce Platform/Software,Yes,https://github.com/thelia/thelia
DecoNetwork,DecoNetwork,E-Commerce Platform/Software,No,
ProductCart,ProductCart,E-Commerce Platform/Software,No,
Absolunet,Absolunet,E-Commerce Platform/Software,No,
Advansys Limited,Advansys,E-Commerce Platform/Software,No,
Aptos Inc,BT Fresca,E-Commerce Platform/Software,No,
VIRTO SOLUTIONS LTD,Virto Commerce,E-Commerce Platform/Software,Yes,https://github.com/VirtoCommerce/vc-platform
iai-shop.com,IAI Shop,E-Commerce Platform/Software,No,
CCV Shop,CCV Shop,E-Commerce Platform/Software,No,
WPMU DEV,MarketPress eCommerce,E-Commerce Platform/Software,No,
Network Solutions,nsCommerceSpace,E-Commerce Platform/Software,No,
Nexway S.A.S.,Nexway,E-Commerce Platform/Software,No,
Websale AG Internetservice,WEBSALE,E-Commerce Platform/Software,No,
WGR Data AB,Wikinggruppen WGR,E-Commerce Platform/Software,No,
Blueport Commerce,Blueport Commerce,E-Commerce Platform/Software,No,
E37 System AB,E37,E-Commerce Platform/Software,No,
Cdi Technology Corp,CDI ERP2Web,E-Commerce Platform/Software,No,
Turnkey Web Tools,SunShop,E-Commerce Platform/Software,No,
AbanteCart,AbanteCart,E-Commerce Platform/Software,Yes,https://github.com/abantecart/abantecart-src
Unilog Content Solutions,Unilog CIMM2,E-Commerce Platform/Software,No,
Solusquare,Solusquare,E-Commerce Platform/Software,No,
SiteDirect AB,SiteDirect,E-Commerce Platform/Software,No,
uCommerce,Ucommerce,E-Commerce Platform/Software,No,
Jigoshop Limited,Jigoshop,E-Commerce Platform/Software,Yes,https://github.com/jigoshop/jigoshop
Storm Commerce,Storm Commerce,E-Commerce Platform/Software,No,
Trash Cash,Mijnwebwinkel,E-Commerce Platform/Software,No,
Shopblocks,Shopblocks,E-Commerce Platform/Software,No,
Brandboom,Brandboom,E-Commerce Platform/Software,No,
Sellpoints Inc,Sellpoints,E-Commerce Platform/Software,No,
Kooomo,Kooomo,E-Commerce Platform/Software,No,
WiziShop,WiziShop,E-Commerce Platform/Software,No,
Aspidistra Software Limited,Aspidistra Shopfront,E-Commerce Platform/Software,No,
H�ndlerbund e.V.,Haendlerbund,E-Commerce Platform/Software,No,
storeden,Storeden,E-Commerce Platform/Software,No,
redCOMPONENT,redSHOP,E-Commerce Platform/Software,No,
JumpSeller,Jumpseller,E-Commerce Platform/Software,No,
rbschange,RBS Change,E-Commerce Platform/Software,No,
Onveos,Onveos,E-Commerce Platform/Software,No,
Shoplo,Shoplo,E-Commerce Platform/Software,No,
oXyShop,oXyShop,E-Commerce Platform/Software,No,
Selz.com Pty Ltd,Selz,E-Commerce Platform/Software,No,
Unbound Commerce,Unbound Commerce,E-Commerce Platform/Software,No,
Textalk AB,Textalk Webshop,E-Commerce Platform/Software,No,
NimbleCommerce,NimbleCommerce,E-Commerce Platform/Software,No,
Square Inc.,Square Online Store,E-Commerce Platform/Software,No,
Acumium,GravityMarket,E-Commerce Platform/Software,No,
eStar,eStar,E-Commerce Platform/Software,No,
Etsy,Pattern,E-Commerce Platform/Software,No,
Strato,STRATO Webshop,E-Commerce Platform/Software,No,
Arrow Digital,Hotcakes,E-Commerce Platform/Software,Yes,https://github.com/HotcakesCommerce/hotcakes-commerce-core
FastSpring,FastSpring,E-Commerce Platform/Software,No,
Sitoo AB,Sitoo Webshop,E-Commerce Platform/Software,No,
Vendre,Vendre,E-Commerce Platform/Software,No,
squirrelcart.com,Squirrelcart,E-Commerce Platform/Software,No,
Digital River,MyCommerce,E-Commerce Platform/Software,No,
afterbuy.de,AfterBuy,E-Commerce Platform/Software,No,
ClickPresent.Com,Kryptronic,E-Commerce Platform/Software,No,
PayPro Global Inc.,PayPro,E-Commerce Platform/Software,No,
4sellers.de,4SELLERS Shopsystem,E-Commerce Platform/Software,No,
Crexendo,StoresOnline,E-Commerce Platform/Software,No,
Hankyu Hanshin Holdings,HIT-MALL,E-Commerce Platform/Software,No,
Iciniti Corporation,ICINITI,E-Commerce Platform/Software,No,
eComchain,eComchain,E-Commerce Platform/Software,No,
XM Developments,XM Symphony,E-Commerce Platform/Software,No,
Shopsys Framework,Shopsys Framework,E-Commerce Platform/Software,Yes,https://github.com/shopsys/shopsys
Viskan Distanshandel System AB,Viskan,E-Commerce Platform/Software,No,
Starweb Ehandelslogik,Starweb,E-Commerce Platform/Software,No,
Oberlo UAB,Oberlo,E-Commerce Platform/Software,No,
Oxid,OXID eShop Professional Edition,E-Commerce Platform/Software,No,
blubolt Ltd,blubolt,E-Commerce Platform/Software,No,
Hitachi Solutions Ltd,Ignify,E-Commerce Platform/Software,No,
xonic-solutions.de,XONIC Shopsystem,E-Commerce Platform/Software,No,
Acadaca Llc,Acadaca,E-Commerce Platform/Software,No,
typo3multishop,TYPO3 Multishop,E-Commerce Platform/Software,No,
Cratejoy Inc,Cratejoy,E-Commerce Platform/Software,No,
Freewebstore Ltd,freewebstore,E-Commerce Platform/Software,No,
Xopie,Xopie,E-Commerce Platform/Software,No,
RedCart.pl,RedCart,E-Commerce Platform/Software,No,
KartRocket,KartRocket,E-Commerce Platform/Software,No,
Sellect Commerce LLC,Sellect,E-Commerce Platform/Software,No,
cartloom,Cartloom,E-Commerce Platform/Software,No,
Instantcart,Instantcart,E-Commerce Platform/Software,No,
Mabisy,Mabisy,E-Commerce Platform/Software,No,
CosmoShop GmbH,CosmoShop,E-Commerce Platform/Software,No,
EtechGlobal LLC,EtechGlobal,E-Commerce Platform/Software,No,
Panagora Room AB,Panagora,E-Commerce Platform/Software,No,
LiteCart,Litecart,E-Commerce Platform/Software,Yes,
Onestop Internet,OneStop,E-Commerce Platform/Software,No,
Shopping Cart Elite,Shopping Cart Elite,E-Commerce Platform/Software,No,
xanario.de,xanario,E-Commerce Platform/Software,No,
Vend,Vend Ecommerce,E-Commerce Platform/Software,No,
Weezbe,Weezbe,E-Commerce Platform/Software,No,
Wuxi Elootec Technology Co. Ltd.,TomatoCart,E-Commerce Platform/Software,Yes,
Cactusoft,Kartris,E-Commerce Platform/Software,Yes,
Ecbeing Kk,ecbeing,E-Commerce Platform/Software,No,
Sellfy.com,Sellfy,E-Commerce Platform/Software,No,
Kalio Inc.,KalioCommerce,E-Commerce Platform/Software,No,
Symphony Commerce,Symphony Commerce,E-Commerce Platform/Software,No,
Wazala,Wazala,E-Commerce Platform/Software,No,
DGLine,Biblos,E-Commerce Platform/Software,No,
Apptuse,Apptuse,E-Commerce Platform/Software,No,
Auctiva,Auctiva Commerce,E-Commerce Platform/Software,No,
Branding Brand,Branding Brand,E-Commerce Platform/Software,No,
Shoprocket,Shoprocket,E-Commerce Platform/Software,No,
Afosto Saas BV,Afosto,E-Commerce Platform/Software,No,
Appway,Smoolis,E-Commerce Platform/Software,No,
DepositFix,DepositFix,E-Commerce Platform/Software,No,
TotalCode Software,TotalCode Shop,E-Commerce Platform/Software,No,
WellCommerce,WellCommerce,E-Commerce Platform/Software,Yes,https://github.com/WellCommerce/WellCommerce
Carismar,Carismar,E-Commerce Platform/Software,No,
Gibe Digital Ltd,Gibecommerce,E-Commerce Platform/Software,No,
xt:Commerce GmbH,xtCommerce,E-Commerce Platform/Software,No,
Connected Business,Connected Business,E-Commerce Platform/Software,No,
Dotter,Dotter,E-Commerce Platform/Software,No,
EBEXO,EBEXO,E-Commerce Platform/Software,No,
SearchFit,SearchFit,E-Commerce Platform/Software,No,
Simtech Ltd.,Twigmo,E-Commerce Platform/Software,No,
ContentShelf.com,Content Shelf,E-Commerce Platform/Software,No,
RPMWare,RPMWare,E-Commerce Platform/Software,No,
Software Projects,Software Projects,E-Commerce Platform/Software,No,
Hubshop,Hubshop.ly for Shopify,E-Commerce Platform/Software,No,
SupaDupa,SupaDupa,E-Commerce Platform/Software,No,
Vendio Services Inc.,Vendio,E-Commerce Platform/Software,No,
clicboutic.com,Clicboutic,E-Commerce Platform/Software,No,
Iceshop,Batavi,E-Commerce Platform/Software,No,
Kyozou Inc,Kyozou Webstore,E-Commerce Platform/Software,No,
phpshop.ru,PHPShop,E-Commerce Platform/Software,No,
Sitemakers,LiquidShop,E-Commerce Platform/Software,No,
Oscar Software Oy,ProsperCart,E-Commerce Platform/Software,No,
Rentashop,Rentashop,E-Commerce Platform/Software,No,
Scannet A/s,ScanNet Webshop,E-Commerce Platform/Software,No,
Shop Creator,Shopcreator,E-Commerce Platform/Software,No,
Upclick Malta Limited,Upclick,E-Commerce Platform/Software,No,
Wannafind.dk A/S,Wannafind Webshop,E-Commerce Platform/Software,No,
dotRetailer.com Responsive Ecommerce,dotRetailer,E-Commerce Platform/Software,No,
eEngine,eCommerce24h,E-Commerce Platform/Software,No,
Keros Digital SA,K-nimbus,E-Commerce Platform/Software,No,
LiteCommerce,LiteCommerce,E-Commerce Platform/Software,Yes,
Amblique,Amblique,E-Commerce Platform/Software,No,
Auctiva,Auctiva,E-Commerce Platform/Software,No,
DG1,DG1,E-Commerce Platform/Software,No,
dream4.de,koobi Shop,E-Commerce Platform/Software,No,
DreamCommerce,DreamCommerce,E-Commerce Platform/Software,No,
Elcodi,Elcodi,E-Commerce Platform/Software,Yes,https://github.com/elcodi/elcodi
GoECart,GoECart360,E-Commerce Platform/Software,No,
Modular Merchant,Modular Merchant,E-Commerce Platform/Software,No,
Rocksalt International,VP-Cart,E-Commerce Platform/Software,No,
Microsoft,Windows Server 2008,LAN Operating System,No,
Microsoft,W2003-WEB,LAN Operating System,No,
Microsoft,Windows Server 2003,LAN Operating System,No,
Microsoft,Windows Server 2000,LAN Operating System,No,
Cisco Systems Inc,WLAN,LAN Operating System,No,
Novell,NETWARE,LAN Operating System,No,
Novell,NETWARE-6,LAN Operating System,No,
SCO,UNIXWARE,LAN Operating System,No,
Novell,NETWARE-4,LAN Operating System,No,
Novell,NETWARE-3,LAN Operating System,No,
Apple,APPLESHARE,LAN Operating System,No,
Banyan,VINES,LAN Operating System,No,
Novell,NETWARE-5,LAN Operating System,No,
Artisoft,LANTASTIC,LAN Operating System,No,
Microsoft,Microsoft.NET,Operating System,No,
LINUX,Linux,Operating System,Yes,https://github.com/torvalds/linux
Open Source,Linux,Operating System,Yes,https://github.com/torvalds/linux
Ubuntu,LINUX,Operating System,Yes,https://github.com/torvalds/linux
Oracle,J2EE,Operating System,No,
Ubuntu,Ubuntu,Operating System,Yes,https://launchpad.net/ubuntu
Canonical,Canonical Ubuntu,Operating System,Yes,https://launchpad.net/ubuntu
The Open Group,Unix,Operating System,No,
Microsoft,Microsoft Windows Server,Operating System,No,
Microsoft,WIN2010,Operating System,No,
Microsoft,Windows 10,Operating System,No,
The Apache Software Foundation,Apache Tomcat,Operating System,Yes,https://github.com/apache/tomcat
Microsoft,Windows 7,Operating System,No,
Microsoft,Windows Server 2003 Enterprise,Operating System,No,
Open Source,CentOS,Operating System,Yes,https://github.com/CentOS
Red Hat,Enterprise Linux Server,Operating System,No,
Microsoft,Windows XP,Operating System,No,
Red Hat,Red Hat,Operating System,No,
SOFTWARE IN THE PUBLIC INTEREST INC,Debian,Operating System,Yes,https://salsa.debian.org/
Red Hat,Enterprise Linux Desktop,Operating System,No,
Red Hat,LINUX,Operating System,Yes,https://github.com/torvalds/linux
Microsoft,Windows 8,Operating System,No,
Microsoft,Windows Server 2012,Operating System,No,
World Wide Web Consortium,XPath,Operating System,No,
Oracle,Solaris,Operating System,No,
Sun Microsystems,Solaris,Operating System,No,
SunSoft Inc,SOLARIS,Operating System,No,
Oracle,Enterprise JavaBeans (EJB),Operating System,No,
Microsoft,W2003-DCSVR,Operating System,No,
IBM,IBM z/OS,Operating System,No,
IBM,MVS/ESA,Operating System,No,
IBM,Z/OS.E,Operating System,No,
Cisco Systems Inc,Cisco IOS,Operating System,No,
HP Inc.,HP ServiceCenter,Operating System,No,
SUSE,LINUX,Operating System,Yes,https://github.com/openSUSE
SUSE,Linux Enterprise Server,Operating System,No,
SUSE,SUSE Linux Enterprise Server,Operating System,No,
HPE,HP-UX,Operating System,No,
Apple,Apple OS X Server,Operating System,No,
Apple,macOS Server,Operating System,No,
Red Hat,Fedora,Operating System,Yes,https://src.fedoraproject.org/
HP Inc.,HP UNIX,Operating System,No,
Microsoft,WIN2000,Operating System,No,
IBM,AIX-5L,Operating System,No,
IBM,AIX6000,Operating System,No,
IBM,IBM AIX,Operating System,No,
Oracle,Solaris 10,Operating System,No,
IBM,I5/OS,Operating System,No,
IBM,IBM i,Operating System,No,
IBM,OS/400,Operating System,No,
Oracle,Linux,Operating System,Yes,https://github.com/oracle/linux-uek
Microsoft,WIN/NT,Operating System,No,
Microsoft,Windows Vista,Operating System,No,
Juniper Networks,Juniper Networks Junos,Operating System,No,
Microsoft,Microsoft FoxPro,Operating System,No,
IBM,MVS,Operating System,No,
HP Inc.,HP OpenVMS,Operating System,No,
HPE,HPE OpenVMS,Operating System,No,
Apple,Apple OS X Mountain Lion,Operating System,No,
Microsoft,MS/DOS,Operating System,No,
LINUX,Linux 4,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 4.0,Operating System,Yes,https://github.com/torvalds/linux
QNX,OS,Operating System,No,
QNX Software Systems,QNX,Operating System,No,
SunSoft Inc,SUNOS,Operating System,No,
Oracle,Solaris 8,Operating System,No,
Microsoft,Windows CE,Operating System,No,
MyEclipse,MyEclipse,Operating System,No,
HP Inc.,Server Automation,Operating System,No,
Oracle,Solaris 9,Operating System,No,
LINUX,Linux 3,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 3.0,Operating System,Yes,https://github.com/torvalds/linux
Microsoft,WIN/95,Operating System,No,
WindRiver,WindRiver VxWorks,Operating System,No,
IBM,OS/390,Operating System,No,
IBM,IBM z/VM Operating System,Operating System,No,
IBM,Z/VM,Operating System,No,
Microsoft,WIN/98,Operating System,No,
EMC Corporation,EMC Isilon OneFS,Operating System,No,
Silicon Graphics International,SGI IRIX,Operating System,No,
Nunjucks,Nunjucks,Operating System,Yes,https://github.com/mozilla/nunjucks
Zyxel,ZyNOS,Operating System,No,
Oracle,Solaris 7,Operating System,No,
IBM,DOS/VSE,Operating System,No,
IBM,IBM z/VSE Operating System,Operating System,No,
IBM,VSE/ESA,Operating System,No,
IBM,Z/VSE,Operating System,No,
Microsoft,NT Server 4,Operating System,No,
PEGA,Chordiant,Operating System,No,
Gentoo Foundation Inc.,Gentoo,Operating System,Yes,https://github.com/gentoo/gentoo
Unisys,MCP,Operating System,No,
Open Source,OpenBSD,Operating System,Yes,https://github.com/openbsd/src
OpenBSD,OS,Operating System,Yes,https://github.com/openbsd/src
Red Hat,JBoss ESB,Operating System,No,
LINUX,Linux 4.5,Operating System,Yes,https://github.com/torvalds/linux
Oracle,Solaris 11,Operating System,No,
WatchGuard Technologies Inc.,Fireware,Operating System,No,
LINUX,Linux 2.6,Operating System,Yes,https://github.com/torvalds/linux
Fermilab,Scientific Linux,Operating System,No,
SAS,SAS/IML,Operating System,No,
F5 Networks,TMOS,Operating System,No,
IBM,IBM z/TPF Operating System,Operating System,No,
IBM,Z/TPF,Operating System,No,
Oracle,Oracle JRockit,Operating System,No,
Unisys,MCP/VM,Operating System,No,
IBM,OS/2,Operating System,No,
IBM,OS2,Operating System,No,
HP Inc.,DECOSF1,Operating System,No,
HP Inc.,HP Tru64 UNIX,Operating System,No,
LINUX,Linux 3.4,Operating System,Yes,https://github.com/torvalds/linux
eCosCentric,eCos,Operating System,No,
Quest Software,Quest ActiveRoles Server,Operating System,No,
Turbolinux Inc.,Turbolinux,Operating System,Yes,https://sourceforge.net/projects/turbolinux/
LINUX,Linux 4.4,Operating System,Yes,https://github.com/torvalds/linux
Microsoft,W2000-ADVSVR,Operating System,No,
Red Hat,Linux ADV-Server,Operating System,No,
IBM,VM,Operating System,No,
Unisys,OS,Operating System,No,
Unisys,Unisys OS 2200,Operating System,No,
Microsoft,WIN/ME,Operating System,No,
netBSD,netBSD,Operating System,Yes,https://github.com/NetBSD/src
HP Inc.,MPE,Operating System,No,
Berkeley Software Design,BSDI,Operating System,No,
SAS,SAS/SCL,Operating System,No,
Aruba Networks,Aruba OS,Operating System,No,
LINUX,Linux 2.4,Operating System,Yes,https://github.com/torvalds/linux
Apple,DOS,Operating System,No,
Synology Inc.,Synology DiskStation Manager,Operating System,No,
Siemens,BS2000,Operating System,No,
IBM,MVS/XA,Operating System,No,
Red Hat,Linux Workstation,Operating System,No,
LINUX,Linux 2.0,Operating System,Yes,https://github.com/torvalds/linux
Open Source,illumos,Operating System,Yes,https://github.com/illumos/illumos-gate
LINUX,Linux 3.2,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 4.1,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 3.10,Operating System,Yes,https://github.com/torvalds/linux
Microsoft,NT Workstation,Operating System,No,
LINUX,Linux 3.5,Operating System,Yes,https://github.com/torvalds/linux
IBM,VM/ESA,Operating System,No,
LINUX,Linux 3.18,Operating System,Yes,https://github.com/torvalds/linux
HP Inc.,HP NonStop OS,Operating System,No,
LINUX,Linux 3.1,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 3.14,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 4.10,Operating System,Yes,https://github.com/torvalds/linux
Joyent,SmartOS,Operating System,Yes,https://github.com/TritonDataCenter/smartos-live
LINUX,Linux 2.2,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 4.2,Operating System,Yes,https://github.com/torvalds/linux
PICK,PICK,Operating System,No,
LINUX,Linux 3.12,Operating System,Yes,https://github.com/torvalds/linux
SCO,XENIX,Operating System,No,
Billion Operating System,Billion OS,Operating System,No,
CONCURRENT,PowerMAX OS,Operating System,No,
HP Inc.,MPE/IX,Operating System,No,
CRAY,UNICOS,Operating System,No,
LINUX,Linux 3.16,Operating System,Yes,https://github.com/torvalds/linux
LINUX,Linux 3.8,Operating System,Yes,https://github.com/torvalds/linux
Siemens,SINIX,Operating System,No,
LINUX,Linux 4.3,Operating System,Yes,https://github.com/torvalds/linux
NGINX,Web Server,Server,Yes,https://github.com/nginx/nginx
Microsoft,IIS,Server,No,
Dell,Dell PowerEdge R715 Rack Server,Server,No,
Dell,Dell PowerEdge T105 Tower Server,Server,No,
Dell,Dell PowerEdge T605 Tower Server,Server,No,
Dell,Dell PowerEdge T110 Tower Server,Server,No,
Dell,Dell PowerEdge R805 Rack Server,Server,No,
Dell,Dell PowerEdge T100 Tower Server,Server,No,
Dell,Dell PowerEdge M605 Blade Server,Server,No,
Dell,Dell PowerEdge C6100 Rack Server,Server,No,
Dell,Dell PowerEdge 1955 Blade Server,Server,No,
Dell,Dell PowerEdge M620 Blade Server,Server,No,
Dell,Dell PowerEdge R620 Rack Server,Server,No,
NEC,NEC,Server,No,
LiteSpeed Technologies,Web Server,Server,Yes,https://github.com/litespeedtech/openlitespeed
Research In Motion Limited,BlackBerry Enterprise Server,Server,No,
Cisco Systems Inc,Cisco UCS Servers,Server,No,
Cisco Systems Inc,Cisco Blade Servers,Server,No,
The Apache Software Foundation,Apache Traffic Server,Server,Yes,https://github.com/apache/trafficserver
Cisco Systems Inc,Cisco Unified Computing System,Server,No,
ECLIPSE,Jetty,Server,Yes,https://github.com/jetty/jetty.project
IBM,IBM Z,Server,No,
Google,Google Frontend,Server,No,
Boa,Boa,Server,Yes,http://www.boa.org/
Google,Google Web Server,Server,No,
HP Inc.,HP Server,Server,No,
HP Inc.,HP ProLiant,Server,No,
HP Inc.,HP ProLiant BL Series Blade Servers,Server,No,
Microsoft,Kestrel,Server,Yes,https://github.com/dotnet/aspnetcore
HP Inc.,HP ProLiant BL460c,Server,No,
HP Inc.,HP Blade Servers,Server,No,
SAP,SAP NetWeaver Application Server,Server,No,
IBM,AS/400,Server,No,
Dell,Dell PowerEdge Servers,Server,No,
Dell,Dell Server,Server,No,
Dell EMC,Dell EMC Server,Server,No,
DeNA Co. Ltd.,H2O,Server,Yes,https://github.com/h2o/h2o
IBM,ISERIES,Server,No,
IBM,SYSTEM-I,Server,No,
Unisys,UN,Server,No,
Unisys,Unisys,Server,No,
Phusion,Phusion Passenger,Server,Yes,https://github.com/phusion/passenger
Silicon Graphics International,Silicon Graphics International (SGI),Server,No,
Oracle,Oracle Server,Server,No,
IBM,IBM System p Server System,Server,No,
Teradata,Teradata Active Enterprise Data Warehouse,Server,No,
Oracle,Sun Servers,Server,No,
SUN,ENTERPRISE,Server,No,
HPE,HPE ProLiant DL,Server,No,
HP Inc.,HP DL Servers,Server,No,
Oracle,HTTP Server,Server,No,
Oracle,Oracle HTTP Server,Server,No,
Sun Microsystems,GlassFish,Server,Yes,https://github.com/eclipse-ee4j/glassfish
VCE,VCE Vblock,Server,No,
HP Inc.,HP Thin Client Hardware,Server,No,
VCE,VCE,Server,No,
IBM,Domino 9,Server,No,
Fujitsu,PRIMEQUEST,Server,No,
Dell,Dell Wyse,Server,No,
Oracle,Sun Fire Server Systems,Server,No,
SUN,SUNFIRE,Server,No,
IBM,IBM z Systems,Server,No,
Oracle,Sun SPARC M-Series Servers,Server,No,
Adobe Systems Inc.,JRun,Server,No,
Zope,Web Server,Server,Yes,https://github.com/zopefoundation/Zope
Dell,Dell PowerEdge 2900 Tower Server,Server,No,
Dell,Dell PowerEdge 710,Server,No,
Dell,Dell PowerEdge R710 Rack Server,Server,No,
Pulse Secure,Zeus Web Server,Server,No,
ZEUS,Web Server,Server,No,
HP Inc.,HP ProLiant ML Tower Servers,Server,No,
Super Micro Computer Inc.,Supermicro,Server,No,
IBM,BLADECENTER,Server,No,
Lenovo,IBM BladeCenter Server Architechure,Server,No,
hiawatha ws,Hiawatha,Server,Yes,https://gitlab.com/hsleisink/hiawatha
Sun Microsystems,iPlanet,Server,No,
IBM,IBM Power Systems,Server,No,
IBM,RS/6000-SVR,Server,No,
HP Inc.,HP Itanium,Server,No,
LIGHTTPD,Web Server,Server,Yes,https://github.com/lighttpd/lighttpd1.4
Oracle,Sun SPARC T-Series Servers,Server,No,
Sun Microsystems,Sun ONE Web Server,Server,No,
HP Inc.,HP 9000,Server,No,
Teradata,Teradata Data Appliance,Server,No,
Dell,Dell PowerEdge 2950 Rack Server,Server,No,
IBM,PSERIES,Server,No,
IBM,SYSTEM-X,Server,No,
Lenovo,IBM System x Server,Server,No,
IBM,XSERIES,Server,No,
Nutanix,Nutanix Acropolis,Server,No,
Dell EMC,Dell EMC VxRail,Server,No,
IBM,IBM HTTP Server,Server,No,
Zend,Zend Server,Server,No,
Dell,Dell PowerEdge R720,Server,No,
Dell,Dell PowerEdge R720XD Rack Server,Server,No,
Oracle,Oracle Engineered Systems,Server,No,
CHEROKEE,Cherokee,Server,Yes,https://github.com/cherokee/webserver
CHEROKEE,Web Server,Server,Yes,https://github.com/cherokee/webserver
Dell,Dell PowerEdge 2850 Rack Server,Server,No,
Oracle,SUN SPARC Servers,Server,No,
SUN,SPARC-SERVER,Server,No,
Unisys,Unisys ClearPath,Server,No,
Oracle,Sun x86 Server Systems,Server,No,
Dell,Dell PowerEdge R900 Rack Server,Server,No,
HP Inc.,SimpliVity,Server,No,
ACME,micro_httpd,Server,Yes,https://acme.com/software/micro_httpd/
Dell,Dell PowerEdge 840 Tower Server,Server,No,
HP Inc.,1000,Server,No,
Caucho Technology Inc,Resin,Server,Yes,
HP Inc.,HP Integrity Superdome Servers,Server,No,
Fujitsu,Fujitsu PRIMERGY,Server,No,
Ciena Corporation,Ciena CN,Server,No,
Supermicro,Supermicro Servers,Server,No,
Supermicro,Supermicro SuperServer,Server,No,
Hitachi Data Systems Corporation,Hitachi Unified Compute Platform,Server,No,
