repo_url,VendorName,Product,ProductCategory,Total Sites,US Sites,Total Enterprises,Enterprises in US,gh_stars,gh_forks,gh_open_issues,gh_watchers,gh_language,gh_created_at,gh_updated_at,gh_pushed_at,gh_default_branch,gh_license,gh_archived,gh_size_kb
https://github.com/XOOPS/XoopsCore25,xoops.org,XOOPS,Web Content Management Systems,13671,8595,5998,3463,73,63,15,19,PHP,2015-09-22T13:21:34Z,2026-03-30T11:16:41Z,2026-03-30T11:16:45Z,master,GPL-2.0,False,63082
https://github.com/abantecart/abantecart-src,AbanteCart,AbanteCart,E-Commerce Platform/Software,117,40,101,26,150,170,10,35,PHP,2011-12-04T17:15:38Z,2026-02-03T13:49:26Z,2026-03-30T16:42:59Z,master,OSL-3.0,False,159084
https://github.com/aerospike/aerospike-server,Aerospike,Aerospike,Database Management,23217,12509,5105,1966,1328,198,6,85,C,2018-03-08T00:59:46Z,2026-03-22T03:32:42Z,2026-03-16T22:40:12Z,master,NOASSERTION,False,6513
https://github.com/akka/akka-http,Lightbend,Akka HTTP,Frameworks & Libraries,48560,37119,4689,1711,1348,587,580,69,Scala,2016-08-19T11:33:36Z,2026-03-26T12:39:35Z,2026-03-26T12:39:32Z,main,NOASSERTION,False,18761
https://github.com/alkacon/opencms-core,Alkacon Software GmbH,OpenCms,Web Content Management Systems,37458,20476,8471,1928,565,683,14,93,Java,2011-06-28T11:17:50Z,2026-03-25T00:00:37Z,2026-03-25T00:00:11Z,master,LGPL-2.1,False,995965
https://github.com/angular/angular,Angular,AngularJS,Frameworks & Libraries,1575125,828513,540504,213320,100102,27149,1115,2966,TypeScript,2014-09-18T16:12:01Z,2026-03-30T17:02:41Z,2026-03-30T10:47:07Z,main,MIT,False,621197
https://github.com/angular/components,Google,Angular Material,Frameworks & Libraries,9541,4378,3416,1372,25010,6845,2007,861,TypeScript,2016-01-04T18:50:02Z,2026-03-30T07:53:06Z,2026-03-30T09:46:07Z,main,MIT,False,152217
https://github.com/ansible/ansible,Red Hat,Ansible,Application Development Tools,669394,422046,157517,69193,68360,24164,792,1871,Python,2012-03-06T14:58:02Z,2026-03-30T16:49:33Z,2026-03-28T12:19:07Z,devel,GPL-3.0,False,263746
https://github.com/ant-design/ant-design,Ant Design,Ant Design,Programming Languages,56519,4976,6447,1514,97749,54572,1357,240,TypeScript,2015-04-24T15:37:24Z,2026-03-30T15:40:39Z,2026-03-30T15:40:27Z,master,MIT,False,257795
https://github.com/aolserver/aolserver,Verizon Media,AOLserver,Server,527,279,142,62,313,46,6,12,C,2010-04-10T03:11:20Z,2026-02-25T23:12:39Z,2022-10-11T07:03:23Z,master,NOASSERTION,False,6267
https://github.com/apache/accumulo,The Apache Software Foundation,Apache Accumulo,Database Management,14611,9648,2922,1492,1140,478,352,73,Java,2011-10-06T07:00:09Z,2026-03-29T06:51:06Z,2026-03-27T22:37:37Z,main,Apache-2.0,False,119803
https://github.com/apache/ambari,The Apache Software Foundation,Apache Ambari,Big Data Processing,131790,74902,28330,10334,2297,1742,136,195,Java,2011-09-23T07:00:08Z,2026-03-27T03:33:24Z,2026-02-20T08:19:55Z,trunk,Apache-2.0,False,377283
https://github.com/apache/apex-core,The Apache Software Foundation,Apache Apex,Big Data Processing,3704,2426,643,388,350,171,2,47,Java,2015-08-25T07:00:05Z,2025-11-09T12:19:27Z,2021-06-07T08:25:09Z,master,Apache-2.0,True,14807
https://github.com/apache/cassandra,The Apache Software Foundation,Apache Cassandra,Database Management,399817,269036,80149,44359,9675,3854,615,430,Java,2009-05-21T02:10:09Z,2026-03-30T00:00:37Z,2026-03-27T17:07:58Z,trunk,Apache-2.0,False,458620
https://github.com/apache/chukwa,The Apache Software Foundation,Apache Chukwa,Database Management,5477,4025,914,416,85,39,3,15,Java,2012-04-07T07:00:24Z,2026-02-12T16:47:51Z,2019-03-31T22:35:18Z,master,Apache-2.0,True,49152
https://github.com/apache/cloudstack,Citrix Systems Inc,CloudStack,Infrastructure as a Service,21241,12123,6683,4899,2849,1291,689,143,Java,2013-04-29T22:27:12Z,2026-03-30T14:04:51Z,2026-03-30T16:00:41Z,main,Apache-2.0,False,656056
https://github.com/apache/couchdb,The Apache Software Foundation,Apache CouchDB,Database Management,78543,49946,18262,10597,6848,1068,367,219,Erlang,2009-05-21T02:03:38Z,2026-03-30T16:02:20Z,2026-03-29T21:53:35Z,main,Apache-2.0,False,48867
https://github.com/apache/drill,The Apache Software Foundation,Apache Drill,Database Management,77058,51076,14544,5320,2013,984,128,141,Java,2012-09-05T07:00:26Z,2026-03-27T06:48:08Z,2026-03-13T14:35:42Z,master,Apache-2.0,False,70733
https://github.com/apache/druid,druidio,Druid,Database Management,48199,28947,7234,2890,13965,3777,794,564,Java,2012-10-23T19:08:07Z,2026-03-30T15:08:54Z,2026-03-30T15:08:08Z,master,Apache-2.0,False,414653
https://github.com/apache/flex-sdk,The Apache Software Foundation,Apache Flex,Application Development Tools,87557,69549,16731,10595,366,147,3,94,ActionScript,2012-08-30T07:00:23Z,2026-03-05T21:17:47Z,2024-03-04T21:47:43Z,develop,Apache-2.0,False,269028
https://github.com/apache/flink,The Apache Software Foundation,Apache Flink,Big Data Processing,672831,368263,159046,68632,25907,13907,321,916,Java,2014-06-07T07:00:10Z,2026-03-30T14:06:07Z,2026-03-30T14:05:28Z,master,Apache-2.0,False,543007
https://github.com/apache/flume,The Apache Software Foundation,Apache Flume,Big Data Processing,151708,108162,28178,16456,2558,1550,91,223,Java,2011-08-12T18:20:14Z,2026-03-20T11:43:18Z,2024-10-10T11:41:45Z,trunk,Apache-2.0,False,45138
https://github.com/apache/giraph,The Apache Software Foundation,Apache Giraph,Big Data Processing,3291,2612,481,328,620,299,32,60,Java,2011-08-28T07:00:33Z,2026-03-08T18:21:33Z,2023-04-14T18:34:58Z,trunk,Apache-2.0,True,26962
https://github.com/apache/hadoop,The Apache Software Foundation,Apache Hadoop,Big Data Processing,1537800,952164,305735,161002,15511,9209,124,965,Java,2014-08-28T07:00:08Z,2026-03-30T10:39:42Z,2026-03-30T11:18:29Z,trunk,Apache-2.0,False,606646
https://github.com/apache/hbase,Hbase,Hbase,Data Integration,758634,433594,150010,78058,5574,3395,363,384,Java,2014-05-23T07:00:07Z,2026-03-30T10:45:55Z,2026-03-30T10:28:08Z,master,Apache-2.0,False,514001
https://github.com/apache/hive,APACHE,Hive,Database Management,1231444,700308,231090,113800,6013,4789,62,307,Java,2009-05-21T02:31:01Z,2026-03-30T13:15:28Z,2026-03-27T08:39:22Z,master,Apache-2.0,False,749464
https://github.com/apache/httpd,The Apache Software Foundation,Apache HTTP Server,Application Server Software,110325,63619,18846,6247,3942,1229,91,227,C,2009-05-20T02:02:59Z,2026-03-30T14:20:59Z,2026-03-28T12:48:15Z,trunk,Apache-2.0,False,350418
https://github.com/apache/jmeter,The Apache Software Foundation,Apache JMeter,Testing & QA,430060,256638,94505,43191,9299,2274,938,317,Java,2010-05-26T23:38:07Z,2026-03-30T10:56:20Z,2026-03-28T09:52:24Z,master,Apache-2.0,False,136067
https://github.com/apache/kafka,The Apache Software Foundation,Apache Kafka,Big Data Processing,618199,367007,130978,60033,32235,15070,320,1047,Java,2011-08-15T18:06:16Z,2026-03-30T16:13:34Z,2026-03-30T16:00:20Z,trunk,Apache-2.0,False,282801
https://github.com/apache/kylin,The Apache Software Foundation,Apache Kylin,Big Data Processing,21974,9738,3107,716,3765,1514,80,256,Java,2015-01-03T08:00:05Z,2026-03-30T07:19:51Z,2026-03-13T08:55:11Z,kylin5,Apache-2.0,False,573833
https://github.com/apache/mahout,The Apache Software Foundation,Apache Mahout,Data Science & Machine Learning,34304,24104,12333,6081,2276,989,77,218,Rust,2014-05-23T07:00:07Z,2026-03-30T17:10:16Z,2026-03-30T17:11:19Z,main,Apache-2.0,False,85486
https://github.com/apache/mesos,The Apache Software Foundation,Apache Mesos,Containerization,121280,84025,27494,15564,5364,1666,11,356,C++,2013-07-17T07:00:13Z,2026-03-25T22:58:50Z,2024-08-23T18:59:16Z,master,Apache-2.0,False,421954
https://github.com/apache/mina,The Apache Software Foundation,Apache MINA,Application Server Software,3266,1235,707,223,919,427,3,96,Java,2009-05-21T01:13:51Z,2026-03-26T17:32:34Z,2026-01-18T21:53:35Z,trunk,Apache-2.0,False,16686
https://github.com/apache/netbeans,Oracle,Oracle NetBeans,Application Development Tools,47200,31096,8575,4392,3034,921,1073,163,Java,2017-09-01T07:00:11Z,2026-03-30T08:56:44Z,2026-03-27T11:08:02Z,master,Apache-2.0,False,424938
https://github.com/apache/nifi,The Apache Software Foundation,Apache NiFi,Big Data Processing,211991,142931,45452,25532,6031,2937,41,189,Java,2014-12-12T08:00:05Z,2026-03-30T17:10:25Z,2026-03-30T17:10:17Z,main,Apache-2.0,False,304218
https://github.com/apache/oozie,The Apache Software Foundation,Apache Oozie,Big Data Processing,274628,180373,59842,32502,728,471,49,70,Java,2011-09-14T07:00:10Z,2026-03-29T13:29:57Z,2025-01-27T08:38:13Z,master,Apache-2.0,True,32259
https://github.com/apache/phoenix,The Apache Software Foundation,Apache Phoenix,Big Data Processing,26017,17128,4834,2927,1053,1011,128,81,Java,2014-06-04T07:00:08Z,2026-03-27T04:40:59Z,2026-03-27T03:30:35Z,master,Apache-2.0,False,92968
https://github.com/apache/pig,The Apache Software Foundation,Apache Pig,Big Data Processing,69762,58822,9695,6316,689,445,9,74,Java,2009-05-21T01:10:43Z,2026-02-23T12:51:39Z,2025-09-15T11:23:44Z,trunk,Apache-2.0,False,91442
https://github.com/apache/predictionio,The Apache Software Foundation,Apache PredictionIO,Data Science & Machine Learning,4880,2211,2177,939,12529,1914,80,744,Scala,2013-01-25T19:42:32Z,2026-03-23T07:02:58Z,2021-01-09T10:30:58Z,develop,Apache-2.0,True,36295
https://github.com/apache/spark,The Apache Software Foundation,Apache Spark,Big Data Processing,1023126,602591,228584,108034,43060,29140,306,2001,Scala,2014-02-25T08:00:08Z,2026-03-30T17:23:44Z,2026-03-30T17:23:38Z,master,Apache-2.0,False,545497
https://github.com/apache/storm,The Apache Software Foundation,Apache Storm,Big Data Processing,120546,85265,19527,9755,6675,4049,38,562,Java,2013-11-05T08:00:14Z,2026-03-30T11:35:54Z,2026-03-30T11:35:45Z,master,Apache-2.0,False,157079
https://github.com/apache/subversion,CollabNet,Subversion,Application Development Tools,467526,340862,137982,70748,628,191,3,36,C,2009-12-31T09:00:10Z,2026-03-29T01:32:36Z,2026-03-29T01:32:32Z,trunk,Apache-2.0,False,218612
https://github.com/apache/tez,The Apache Software Foundation,Apache Tez,Big Data Processing,41977,32548,6268,3062,514,440,67,32,Java,2013-04-08T07:20:23Z,2026-03-30T14:25:46Z,2026-03-30T14:24:01Z,master,Apache-2.0,False,32387
https://github.com/apache/tomcat,The Apache Software Foundation,Apache Tomcat,Operating System,876080,463286,207250,79968,8129,5359,26,475,Java,2011-10-01T07:00:19Z,2026-03-30T13:06:15Z,2026-03-30T16:24:03Z,main,Apache-2.0,False,194087
https://github.com/apache/trafficserver,The Apache Software Foundation,Apache Traffic Server,Server,287102,194627,98623,51032,1938,854,422,149,C++,2009-10-31T08:00:10Z,2026-03-27T22:35:47Z,2026-03-27T22:35:43Z,master,Apache-2.0,False,172837
https://github.com/apache/trafodion,The Apache Software Foundation,Apache Trafodion,Database Management,196,49,34,18,245,150,24,41,C++,2015-05-27T07:00:05Z,2026-03-17T07:11:04Z,2021-06-07T08:26:11Z,master,,True,88977
https://github.com/apache/xmlrpc,APACHE,XML-RPC,Application Server Software,734483,358187,524559,225544,,,,,,,,,,,,
https://github.com/apache/zookeeper,The Apache Software Foundation,Apache Zookeeper,Software Configuration Management,228372,143045,42493,24336,12743,7327,226,654,Java,2009-03-27T15:41:56Z,2026-03-30T06:48:15Z,2026-03-27T17:59:09Z,master,Apache-2.0,False,154867
https://github.com/apollographql/apollo-client,Apollo GraphQL,Apollo Client,Application Development Tools,37285,19753,11501,4561,19717,2707,418,258,TypeScript,2016-02-26T20:25:00Z,2026-03-30T04:44:33Z,2026-03-28T09:03:21Z,main,MIT,False,100207
