repo_url,VendorName,Product,ProductCategory,Total Sites,US Sites,Total Enterprises,Enterprises in US,gh_stars,gh_forks,gh_open_issues,gh_watchers,gh_language,gh_created_at,gh_updated_at,gh_pushed_at,gh_default_branch,gh_license,gh_archived,gh_size_kb
https://github.com/SonarSource/sonarqube,SonarSource SA,SonarQube,Application Development Tools,409836,258354,87080,41951,10382,2173,0,337,Java,2011-01-05T11:05:17Z,2026-03-30T16:14:52Z,2026-03-27T20:13:31Z,master,LGPL-3.0,False,962084
https://github.com/Sylius/Sylius,Sylius,Sylius,E-Commerce Platform/Software,1215,93,864,80,8436,2164,258,257,PHP,2011-11-05T22:05:52Z,2026-03-30T13:19:49Z,2026-03-30T13:19:14Z,2.3,MIT,False,360802
https://github.com/TYPO3/typo3,TYPO3,TYPO3,Web Content Management Systems,157418,25579,80378,6517,1178,698,5,108,PHP,2011-03-02T10:02:23Z,2026-03-30T17:12:10Z,2026-03-30T17:12:05Z,main,GPL-2.0,False,641222
https://github.com/TritonDataCenter/smartos-live,Joyent,SmartOS,Operating System,181,55,70,22,1657,248,363,166,C,2011-08-14T01:08:28Z,2026-03-21T06:52:00Z,2026-03-30T15:33:33Z,master,,False,52365
https://github.com/TryGhost/Ghost,GHOST,Ghost,Web Content Management Systems,10548,4485,5838,1732,52243,11408,361,1011,JavaScript,2013-05-04T11:09:13Z,2026-03-30T17:31:36Z,2026-03-30T17:41:40Z,main,MIT,False,456146
https://github.com/VirtoCommerce/vc-platform,VIRTO SOLUTIONS LTD,Virto Commerce,E-Commerce Platform/Software,168,166,17,16,1286,855,60,140,C#,2013-10-24T07:44:30Z,2026-03-27T22:31:10Z,2026-03-30T13:05:35Z,dev,NOASSERTION,False,241563
https://github.com/VoltDB/voltdb,VoltDB,VoltDB,Database Management,7723,3860,1777,900,,,,,,,,,,,,
https://github.com/Waikato/weka-3.8,University of Waikato,Weka,Data Science & Machine Learning,25322,17289,4230,2292,190,99,18,7,Java,2018-05-30T09:25:20Z,2026-03-28T06:55:43Z,2022-08-10T01:25:51Z,master,,True,293979
https://github.com/WebsiteBaker-modules/websitebaker,WebsiteBaker Org. e.V.,WebsiteBaker,Web Content Management Systems,215835,151712,56796,23824,,,,,,,,,,,,
https://github.com/WellCommerce/WellCommerce,WellCommerce,WellCommerce,E-Commerce Platform/Software,9,0,4,0,,,,,,,,,,,,
https://github.com/WordPress/WordPress,WordPress,WordPress,Web Content Management Systems,7357440,3109250,4676076,1536192,20984,12928,11,1428,PHP,2011-12-01T07:05:17Z,2026-03-30T14:28:28Z,2026-03-30T14:28:06Z,master,NOASSERTION,False,628255
