project,component,version,group,purl
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/.github/workflows/checkstyle.yml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/.github/workflows/fuse_integration_tests.yml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/.github/workflows/java8_integration_tests.yml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/.github/workflows/java8_integration_tests_ft.yml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/.github/workflows/java8_integration_tests_webui.yml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/.github/workflows/java8_unit_tests.yml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/.github/workflows/stale.yaml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/assembly/client/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/assembly/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/assembly/server/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/client/fs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/client/hdfs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/client/hdfs3/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/client/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/common/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/server/common/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/server/master/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/server/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/server/proxy/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/server/worker/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/core/transport/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/dev/scripts/src/alluxio.org/go.mod,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/examples/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/docker/csi/go.mod,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/fuse/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/jnifuse/fs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/jnifuse/native/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/jnifuse/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/kubernetes/operator/alluxio/go.mod,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/kubernetes/operator/presto/bin/controller-gen,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/kubernetes/operator/presto/bin/kustomize,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/tools/hms/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/tools/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/integration/tools/validation/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/job/client/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/job/common/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/job/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/job/server/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/logserver/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/microbench/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/minicluster/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/shaded/client-hadoop3/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/shaded/client/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/shaded/hadoop/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/shaded/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/shell/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/stress/common/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/stress/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/stress/shell/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/base/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/client/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/server/common/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/server/master/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/server/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/server/underdb/glue/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/server/underdb/hive/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/server/underdb/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/table/shell/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/tests/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/abfs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/adl/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/cephfs-hadoop/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/cephfs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/cos/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/cosn/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/gcs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/hdfs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/kodo/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/local/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/obs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/oss/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/ozone/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/s3a/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/swift/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/tos/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/wasb/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/underfs/web/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Alluxio_Inc_-Alluxio/webui/pom.xml,,,
Alluxio_Inc_-Alluxio.cdx,HdrHistogram,2.1.12,org.hdrhistogram,pkg:maven/org.hdrhistogram/HdrHistogram@2.1.12
Alluxio_Inc_-Alluxio.cdx,actions/cache,v4,,pkg:github/actions/cache@v4
Alluxio_Inc_-Alluxio.cdx,actions/checkout,v4,,pkg:github/actions/checkout@v4
Alluxio_Inc_-Alluxio.cdx,actions/setup-node,v1,,pkg:github/actions/setup-node@v1
Alluxio_Inc_-Alluxio.cdx,actions/stale,v6,,pkg:github/actions/stale@v6
Alluxio_Inc_-Alluxio.cdx,actions/upload-artifact,v4,,pkg:github/actions/upload-artifact@v4
Alluxio_Inc_-Alluxio.cdx,aliyun-sdk-oss,3.7.0,com.aliyun.oss,pkg:maven/com.aliyun.oss/aliyun-sdk-oss@3.7.0
Alluxio_Inc_-Alluxio.cdx,alluxio-assembly,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-assembly@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-assembly-client,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-assembly-client@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-assembly-server,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-assembly-server@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-core,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-core@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-core-client,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-core-client@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-core-client-fs,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-core-client-fs@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-core-client-hdfs,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-core-client-hdfs@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-core-client-hdfs3,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-core-client-hdfs3@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-core-common,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-core-common@2.10.0-SNAPSHOT
Alluxio_Inc_-Alluxio.cdx,alluxio-core-server,2.10.0-SNAPSHOT,,pkg:maven/org.alluxio/alluxio-core-server@2.10.0-SNAPSHOT
BuddyPress-BuddyPress.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/BuddyPress-BuddyPress/.github/workflows/coding-standards.yml,,,
BuddyPress-BuddyPress.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/BuddyPress-BuddyPress/.github/workflows/unit-test-object.yml,,,
BuddyPress-BuddyPress.cdx,actions/checkout,v4,,pkg:github/actions/checkout@v4
BuddyPress-BuddyPress.cdx,alleyinteractive/.github/.github/workflows/php-tests.yml,main,,pkg:github/alleyinteractive/.github@main#.github/workflows/php-tests.yml
BuddyPress-BuddyPress.cdx,ramsey/composer-install,v3,,pkg:github/ramsey/composer-install@v3
BuddyPress-BuddyPress.cdx,shivammathur/setup-php,v2,,pkg:github/shivammathur/setup-php@v2
BuddyPress-BuddyPress.cdx,styfle/cancel-workflow-action,0.12.1,,pkg:github/styfle/cancel-workflow-action@0.12.1
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/build.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/ci.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/codecov.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/codeql-analysis.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/daily-repo-status.lock.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/docker-cloudstack-simulator.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/issue-triage-agent.lock.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/main-sonar-check.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/merge-conflict-checker.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/pre-commit.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/rat.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/sonar-check.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/stale.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/.github/workflows/ui.yml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/agent/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/api/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/client/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/core/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/developer/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/api/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/components-api/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/orchestration/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/schema/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/service/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/cache/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/configdrive/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/datamotion/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/image/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/integration-test/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/object/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/snapshot/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/storage/volume/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/userdata/cloud-init/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/engine/userdata/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/agent-lb/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/ca/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/cluster/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/config/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/db/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/direct-download/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/events/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/extensions/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/ipc/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/jobs/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/managed-context/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/quota/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/rest/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/security/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/spring/lifecycle/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/framework/spring/module/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/acl/dynamic-role-based/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/acl/project-role-based/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/acl/static-role-based/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/affinity-group-processors/explicit-dedication/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/affinity-group-processors/host-affinity/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/affinity-group-processors/host-anti-affinity/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/affinity-group-processors/non-strict-host-affinity/pom.xml,,,
Citrix_Systems_Inc-CloudStack.cdx,/Users/dmk6603/Documents/cloned_repos_oss_swdb/Citrix_Systems_Inc-CloudStack/plugins/affinity-group-processors/non-strict-host-anti-affinity/pom.xml,,,
