Library Name,Versions Found,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
wildcard,"1.1.2, 2.0.0, 2.0.1",29,"Angular Material, AngularJS, Apache Mahout, Commerce Software, Discourse, Druid, Drupal, GoCD, Grafana, HHVM, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Meteor, Neos, Open Web Analytics, Orchard CMS, Presto, Ravenjs, React, Rundeck, Selenium IDE, Shopware, Thelia, WooCommerce, dotCMS, phpMyAdmin",3289120,0,—,0,0,0,0,—
webpack-merge,"4.2.1, 4.2.2, 5.10.0, 5.8.0, 5.9.0, 6.0.1",30,"Angular Material, AngularJS, Apache Mahout, Bolt, CKEditor, Commerce Software, Druid, Drupal, GoCD, Grafana, HHVM, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Meteor, Neos, Open Web Analytics, Orchard CMS, Presto, Ravenjs, React, Rundeck, Selenium IDE, Shopware, Thelia, WooCommerce, dotCMS, phpMyAdmin",3280516,0,—,0,0,0,0,—
bser,"1.0.2, 2.0.0, 2.1.1",28,"AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, Discourse, Emberjs, Ghost, Grafana, HHVM, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, dotCMS, phpMyAdmin",3279778,0,—,0,0,0,0,—
node-int64,0.4.0,28,"AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, Discourse, Emberjs, Ghost, Grafana, HHVM, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, dotCMS, phpMyAdmin",3279778,0,—,0,0,0,0,—
@discoveryjs/json-ext,"0.5.5, 0.5.6, 0.5.7, 0.6.3, 1.0.0",29,"Angular Material, AngularJS, Apache Mahout, Commerce Software, Druid, Drupal, GoCD, Grafana, HHVM, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Meteor, Neos, Open Web Analytics, Orchard CMS, Presto, Ravenjs, React, Rundeck, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, dotCMS, phpMyAdmin",3279716,0,—,0,0,0,0,—
leven,"1.0.2, 2.1.0, 3.1.0, 4.1.0",30,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, Druid, Ghost, Grafana, HHVM, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, ZURB Foundation, dotCMS, phpMyAdmin",3279609,0,—,0,0,0,0,—
fb-watchman,"1.9.0, 1.9.2, 2.0.0, 2.0.1, 2.0.2",27,"AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, Discourse, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, dotCMS, phpMyAdmin",3279334,0,—,0,0,0,0,—
makeerror,"1.0.11, 1.0.12",26,"AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, Discourse, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, WooCommerce, dotCMS, phpMyAdmin",3279295,0,—,0,0,0,0,—
walker,"1.0.7, 1.0.8",26,"AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, Discourse, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, WooCommerce, dotCMS, phpMyAdmin",3279295,0,—,0,0,0,0,—
array-flatten,"1.1.1, 2.1.1, 2.1.2",33,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, Bolt, Commerce Software, Countly, Discourse, Druid, Emberjs, Ghost, HHVM, Hbase, Ionic Framework, JetPack, Liferay, Meteor, Orchard CMS, OrientDB, Presto, Ravenjs, React, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS",3273820,0,—,0,0,0,0,—
@jest/schemas,"28.0.2, 28.1.3, 29.0.0, 29.4.0, 29.4.3, 29.6.0, 29.6.3, 30.0.1, 30.0.5",25,"AngularJS, Apache Mahout, Apollo Client, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Less, Liferay, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3266794,0,—,0,0,0,0,—
@sinclair/typebox,"0.23.5, 0.24.28, 0.24.42, 0.24.46, 0.24.50, 0.24.51, 0.25.21, 0.25.24, 0.27.10, 0.27.8, 0.34.37, 0.34.38, 0.34.41, 0.34.47, 0.34.48, 0.34.49",25,"AngularJS, Apache Mahout, Apollo Client, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Less, Liferay, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3266794,0,—,0,0,0,0,—
@types/istanbul-lib-coverage,"1.1.0, 2.0.1, 2.0.3, 2.0.4, 2.0.6",24,"AngularJS, Apache Mahout, Apollo Client, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Less, Liferay, LocomotiveCMS, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS, phpMyAdmin",3262082,0,—,0,0,0,0,—
colorette,"1.1.0, 1.2.1, 1.2.2, 1.4.0, 2.0.16, 2.0.17, 2.0.19, 2.0.20",37,"Angular Material, AngularJS, Apache Mahout, Apollo Client, CKEditor, Commerce Software, Countly, Druid, Drupal, Emberjs, Ghost, Grafana, HHVM, Ionic Framework, JetPack, Less, Liferay, Live Helper Chat, LocomotiveCMS, Meteor, Neos, Open Web Analytics, Orchard CMS, OrientDB, Presto, Ravenjs, ReDoc, React, React Native, Rundeck, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, dotCMS, phpMyAdmin",3254188,0,—,0,0,0,0,—
sax,"1.2.1, 1.2.2, 1.2.4, 1.4.1, 1.4.3, 1.5.0, 1.6.0",36,"Angular Material, AngularJS, Apache Ambari, Apache Mahout, Apollo Client, Bolt, CKEditor, CloudStack, Commerce Software, Countly, Druid, Ghost, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Less, Liferay, LocomotiveCMS, Meteor, Neos, NopCommerce, OrientDB, Piwik, Plotly, Ravenjs, React, Roundcube, Rundeck, Selenium IDE, Shopware, WooCommerce, ZURB Foundation, Zabbix, dotCMS",3247275,0,—,0,0,0,0,—
regjsgen,"0.2.0, 0.5.0, 0.5.2, 0.6.0, 0.7.1, 0.8.0",36,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, CKEditor, Discourse, Druid, Emberjs, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Liferay, Live Helper Chat, LocomotiveCMS, Neos, Orchard CMS, OrientDB, Presto, React, React Native, Selenium IDE, Shopware, Thelia, WooCommerce, dotCMS, phpMyAdmin",3241932,0,—,0,0,0,0,—
log-symbols,"1.0.2, 2.2.0, 3.0.0, 4.0.0, 4.1.0, 5.1.0, 6.0.0, 7.0.1",28,"Angular Material, AngularJS, Bolt, CKEditor, Commerce Software, Countly, D3js, Discourse, Drupal, Emberjs, Ghost, Grafana, JetPack, Less, Liferay, Neos, Piwik, Ravenjs, React, React Native, Selenium, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZURB Foundation, dotCMS",3239740,0,—,0,0,0,0,—
wordwrap,"0.0.2, 0.0.3, 1.0.0",30,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Bolt, CKEditor, Discourse, Druid, Emberjs, Ghost, Grafana, Jenkins, JetPack, Liferay, LocomotiveCMS, Neos, OrientDB, Piwik, Presto, Ravenjs, React, Selenium, Umbraco, WooCommerce, ZURB Foundation, dotCMS",3237420,0,—,0,0,0,0,—
cssstyle,"0.2.3, 0.2.37, 1.1.1, 1.2.1, 1.4.0, 2.3.0, 3.0.0, 4.0.1, 4.1.0, 4.3.0, 4.3.1, 4.6.0, 5.3.2, 5.3.5, 5.3.7, 6.1.0, 6.2.0",28,"Angular Material, AngularJS, Apache Ambari, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3236828,0,—,0,0,0,0,—
assert-plus,"0.1.5, 0.2.0, 1.0.0",27,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Bolt, CloudStack, Concrete5, Countly, Druid, Emberjs, Ghost, Grafana, Less, Liferay, LocomotiveCMS, Neos, Piwik, React, Ruby on Rails, Selenium IDE, WooCommerce, ZURB Foundation, dotCMS",3232555,0,—,0,0,0,0,—
react-is,"0.0.0-experimental-4beb1fd8-20241118, 16.10.2, 16.11.0, 16.13.1, 16.8.2, 16.8.4, 16.8.6, 17.0.1, 17.0.2, 18.1.0, 18.2.0, 18.3.1, 19.2.3, 19.2.4",37,"AngularJS, Apache Mahout, Apollo Client, CKEditor, Commerce Software, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, JetPack, Less, Liferay, Live Helper Chat, Liveblog, LocomotiveCMS, Meteor, Neos, Orchard CMS, Presto, Prometheus, Quill, Ravenjs, ReDoc, React, React Native, Selenium, Selenium IDE, Shopsys Framework, Shopware, Thelia, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3230267,0,—,0,0,0,0,—
xml-name-validator,"2.0.1, 3.0.0, 4.0.0, 5.0.0",28,"Angular Material, AngularJS, Apache Ambari, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Orchard CMS, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3226174,0,—,0,0,0,0,—
fast-uri,"3.0.2, 3.0.3, 3.0.5, 3.0.6, 3.1.0",36,"Angular Material, AngularJS, Apache Mahout, Apollo Client, Bolt, CKEditor, Commerce Software, Discourse, Druid, Drupal, Emberjs, Ghost, GoCD, Grafana, HHVM, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Meteor, Orchard CMS, OrientDB, Presto, Ravenjs, React, React Native, Rundeck, Shopsys Framework, Shopware, WooCommerce, XWiki, ZURB Foundation, cube net, dotCMS, phpMyAdmin",3224296,0,—,0,0,0,0,—
get-stream,"2.3.1, 3.0.0, 4.1.0, 5.1.0, 5.2.0, 6.0.0, 6.0.1, 8.0.1, 9.0.1",42,"ASP NET, Angular Material, AngularJS, Apache Ambari, Apache Mahout, Apollo Client, Bolt, CKEditor, CloudStack, Commerce Software, Countly, Discourse, Druid, EllisLab ExpressionEngine, Emberjs, Ghost, Grafana, HHVM, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Meteor, Neos, Open Web Analytics, OrientDB, Piwik, Plotly, Presto, Ravenjs, React, React Native, Rust, Selenium, Selenium IDE, Shopware, SpreeCommerc, Thelia, WooCommerce, ZURB Foundation, dotCMS, phpMyAdmin",3220373,0,—,0,0,0,0,—
jsdom,"11.12.0, 12.2.0, 13.2.0, 15.2.1, 16.4.0, 16.7.0, 18.1.1, 19.0.0, 20.0.0, 20.0.2, 20.0.3, 21.1.1, 21.1.2, 22.1.0, 24.0.0, 24.1.3, 25.0.1, 26.1.0, 27.1.0, 27.3.0, 27.4.0, 28.1.0, 29.0.0, 7.2.2, 9.11.0, 9.12.0",27,"Angular Material, AngularJS, Apache Ambari, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3219850,0,—,0,0,0,0,—
symbol-tree,"3.2.2, 3.2.4",27,"Angular Material, AngularJS, Apache Ambari, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3219850,0,—,0,0,0,0,—
slice-ansi,"0.0.4, 1.0.0, 2.1.0, 3.0.0, 4.0.0, 5.0.0, 6.0.0, 7.1.0, 7.1.2, 8.0.0",28,"Angular Material, AngularJS, Bolt, CKEditor, Countly, Discourse, Drupal, Emberjs, Ghost, GoCD, Grafana, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Neos, React, React Native, Selenium IDE, Shopsys Framework, Thelia, WooCommerce, ZURB Foundation, dotCMS, phpMyAdmin",3219163,0,—,0,0,0,0,—
co,4.6.0,27,"AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Apollo Client, CKEditor, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, MovableType, Neos, Node js, Piwik, Presto, React, React Native, Selenium, Selenium IDE, WooCommerce, ZURB Foundation, dotCMS, phpMyAdmin",3216720,0,—,0,0,0,0,—
extsprintf,"1.0.2, 1.3.0, 1.4.0, 1.4.1",26,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Bolt, CloudStack, Concrete5, Countly, Druid, Ghost, Grafana, Less, Liferay, LocomotiveCMS, Neos, Piwik, React, Ruby on Rails, Selenium IDE, WooCommerce, ZURB Foundation, dotCMS",3213872,0,—,0,0,0,0,—
verror,"1.10.0, 1.10.1, 1.3.6",26,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Bolt, CloudStack, Concrete5, Countly, Druid, Ghost, Grafana, Less, Liferay, LocomotiveCMS, Neos, Piwik, React, Ruby on Rails, Selenium IDE, WooCommerce, ZURB Foundation, dotCMS",3213872,0,—,0,0,0,0,—
astral-regex,"1.0.0, 2.0.0",27,"Angular Material, AngularJS, Bolt, CKEditor, Countly, Discourse, Drupal, Emberjs, Ghost, GoCD, Grafana, Ionic Framework, Jahia, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Neos, React, React Native, Selenium IDE, Shopsys Framework, Thelia, WooCommerce, ZURB Foundation, phpMyAdmin",3212296,0,—,0,0,0,0,—
xtend,"2.0.6, 2.1.2, 2.2.0, 3.0.0, 4.0.1, 4.0.2",37,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Bolt, CloudStack, Discourse, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jahia, JetPack, Less, Liferay, Live Helper Chat, LocomotiveCMS, Meteor, Neos, NopCommerce, OrientDB, Plotly, Ravenjs, React, Selenium, Shopsys Framework, Shopware, Thelia, WooCommerce, ZURB Foundation, Zabbix",3203231,0,—,0,0,0,0,—
tar-stream,"1.5.2, 1.6.2, 2.1.0, 2.2.0, 3.1.7, 3.1.8",26,"ASP NET, Angular Material, AngularJS, Apache Ambari, CKEditor, Countly, Discourse, Druid, Drupal, EllisLab ExpressionEngine, Emberjs, Ghost, Grafana, JetPack, Liferay, Meteor, Piwik, Ravenjs, React, Ruby on Rails, Rust, Shopware, WooCommerce, XWiki, ZURB Foundation, dotCMS",3200700,0,—,0,0,0,0,—
@pkgjs/parseargs,0.11.0,28,"Angular Material, AngularJS, Apache NiFi, Apollo Client, CKEditor, Commerce Software, Countly, Discourse, Drupal, Emberjs, Ghost, GoCD, Grafana, Less, Liferay, Liveblog, Meteor, Piwik, Quill, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, ZURB Foundation, dotCMS",3193939,0,—,0,0,0,0,—
whatwg-mimetype,"2.3.0, 3.0.0, 4.0.0, 5.0.0",27,"Angular Material, AngularJS, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, HHVM, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, ZURB Foundation, dotCMS, phpMyAdmin",3191964,0,—,0,0,0,0,—
read-pkg,"1.1.0, 10.0.0, 2.0.0, 3.0.0, 4.0.1, 5.2.0, 6.0.0, 9.0.1",26,"Angular Material, AngularJS, Apache Ambari, Bolt, Cucumberjs, Druid, Emberjs, Ghost, Grafana, Jahia, JetPack, Less, Liferay, LocomotiveCMS, Neos, Orchard CMS, OrientDB, Python, React, React Native, Selenium IDE, Thelia, WooCommerce, XWiki, ZURB Foundation, phpMyAdmin",3190201,0,—,0,0,0,0,—
data-urls,"1.1.0, 2.0.0, 3.0.1, 3.0.2, 4.0.0, 5.0.0, 6.0.0, 6.0.1, 7.0.0",25,"Angular Material, AngularJS, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, dotCMS, phpMyAdmin",3186646,0,—,0,0,0,0,—
saxes,"3.1.11, 3.1.9, 5.0.1, 6.0.0",25,"Angular Material, AngularJS, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, dotCMS, phpMyAdmin",3186646,0,—,0,0,0,0,—
w3c-xmlserializer,"1.0.1, 1.1.2, 2.0.0, 3.0.0, 4.0.0, 5.0.0",25,"Angular Material, AngularJS, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, dotCMS, phpMyAdmin",3186646,0,—,0,0,0,0,—
xmlchars,"1.3.1, 2.2.0",25,"Angular Material, AngularJS, Apollo Client, Commerce Software, Concrete5, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Neos, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, dotCMS, phpMyAdmin",3186646,0,—,0,0,0,0,—
fastest-levenshtein,"1.0.12, 1.0.16",27,"Angular Material, AngularJS, Bolt, CKEditor, Commerce Software, Discourse, Drupal, Emberjs, Ghost, GoCD, Grafana, Jenkins, JetPack, Less, Liferay, Live Helper Chat, Neos, Open Web Analytics, Orchard CMS, Presto, React, Rundeck, Selenium IDE, Shopware, Thelia, WooCommerce, phpMyAdmin",3178442,0,—,0,0,0,0,—
json-parse-better-errors,1.0.2,29,"Angular Material, AngularJS, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Bolt, CloudStack, Discourse, Druid, Emberjs, Ghost, GoCD, Grafana, JetPack, Less, Liferay, LocomotiveCMS, Neos, Open Web Analytics, Orchard CMS, Piwik, React, Selenium, Selenium IDE, Thelia, WooCommerce, XWiki, dotCMS",3173998,0,—,0,0,0,0,—
builtin-modules,"1.1.1, 3.3.0",22,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Apollo Client, D3js, Ghost, GoCD, Grafana, Ionic Framework, Less, Liferay, Neos, Node js, Ravenjs, React, Ruby on Rails, WooCommerce",3173841,0,—,0,0,0,0,—
htmlparser2,"10.0.0, 10.1.0, 3.10.1, 3.3.0, 3.8.3, 3.9.2, 4.1.0, 5.0.1, 6.1.0, 7.2.0, 8.0.1, 8.0.2, 9.1.0",37,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, Commerce Software, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, JetPack, Liferay, Live Helper Chat, LocomotiveCMS, Neos, Orchard CMS, OrientDB, Presto, Prometheus, Ravenjs, React, Selenium IDE, Shopsys Framework, Thelia, WooCommerce, ZURB Foundation, Zabbix, dotCMS",3173773,0,—,0,0,0,0,—
@babel/plugin-syntax-import-attributes,"7.22.5, 7.23.3, 7.24.7, 7.25.6, 7.26.0, 7.27.1, 7.28.6",32,"Angular Material, AngularJS, Apache Mahout, Apollo Client, CKEditor, Commerce Software, Discourse, Druid, Emberjs, Ghost, GoCD, Grafana, HHVM, Jenkins, JetPack, Liferay, Live Helper Chat, Neos, Orchard CMS, Presto, Quill, Ravenjs, React, React Native, Selenium, Selenium IDE, Shopware, WooCommerce, ZK, ZURB Foundation, dotCMS, phpMyAdmin",3169903,0,—,0,0,0,0,—
@types/yargs,"12.0.10, 13.0.12, 13.0.8, 13.0.9, 15.0.19, 15.0.20, 15.0.3, 15.0.5, 15.0.8, 16.0.4, 16.0.9, 17.0.10, 17.0.11, 17.0.13, 17.0.22, 17.0.23, 17.0.32, 17.0.33, 17.0.35",25,"Angular Material, AngularJS, Apache Mahout, Apollo Client, Discourse, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Liferay, LocomotiveCMS, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS, phpMyAdmin",3163316,0,—,0,0,0,0,—
@types/yargs-parser,"13.1.0, 15.0.0, 20.2.1, 21.0.0, 21.0.3",25,"Angular Material, AngularJS, Apache Mahout, Apollo Client, Discourse, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Liferay, LocomotiveCMS, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS, phpMyAdmin",3163316,0,—,0,0,0,0,—
compressible,"2.0.10, 2.0.11, 2.0.12, 2.0.15, 2.0.17, 2.0.18, 2.0.9",34,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, Bolt, CKEditor, Commerce Software, Discourse, Druid, Emberjs, Ghost, HHVM, Hbase, Ionic Framework, JetPack, Liferay, Meteor, Node js, Orchard CMS, OrientDB, Presto, Ravenjs, React, React Native, Selenium IDE, Thelia, WooCommerce, dotCMS",3157920,0,—,0,0,0,0,—
compression,"1.6.2, 1.7.0, 1.7.1, 1.7.4, 1.7.5, 1.8.0, 1.8.1",32,"Angular Material, AngularJS, Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, Bolt, Commerce Software, Discourse, Druid, Emberjs, Ghost, HHVM, Hbase, Ionic Framework, JetPack, Liferay, Meteor, Orchard CMS, OrientDB, Presto, Ravenjs, React, React Native, Selenium IDE, Thelia, WooCommerce, dotCMS",3157920,0,—,0,0,0,0,—
is-potential-custom-element-name,"1.0.0, 1.0.1",23,"Angular Material, AngularJS, Apollo Client, Commerce Software, Discourse, Drupal, Emberjs, Ghost, Grafana, Ionic Framework, JetPack, Liferay, LocomotiveCMS, Presto, Ravenjs, React, Selenium, Selenium IDE, Shopsys Framework, WooCommerce, XWiki, dotCMS, phpMyAdmin",3156533,0,—,0,0,0,0,—
@jest/types,"24.8.0, 24.9.0, 25.5.0, 26.3.0, 26.5.2, 26.6.1, 26.6.2, 27.5.1, 28.1.1, 28.1.3, 29.2.0, 29.4.1, 29.5.0, 29.6.0, 29.6.3, 30.0.1, 30.0.5, 30.2.0, 30.3.0",23,"AngularJS, Apache Mahout, Apollo Client, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Liferay, LocomotiveCMS, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS, phpMyAdmin",3150457,0,—,0,0,0,0,—
@types/istanbul-lib-report,"1.1.1, 3.0.0, 3.0.3",23,"AngularJS, Apache Mahout, Apollo Client, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Liferay, LocomotiveCMS, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS, phpMyAdmin",3150457,0,—,0,0,0,0,—
@types/istanbul-reports,"1.1.1, 1.1.2, 3.0.0, 3.0.1, 3.0.4",23,"AngularJS, Apache Mahout, Apollo Client, Druid, Ghost, GoCD, Grafana, HHVM, Ionic Framework, Jenkins, JetPack, Liferay, LocomotiveCMS, Presto, Ravenjs, React, React Native, Selenium, Selenium IDE, Thelia, WooCommerce, dotCMS, phpMyAdmin",3150457,0,—,0,0,0,0,—
core-js,"1.2.7, 2.4.1, 2.5.0, 2.5.1, 2.6.11, 2.6.12, 2.6.3, 2.6.5, 3.16.0, 3.22.0, 3.22.8, 3.23.1, 3.23.3, 3.25.0, 3.27.2, 3.29.1, 3.30.2, 3.33.1, 3.33.2, 3.34.0, 3.36.1, 3.37.1, 3.38.1, 3.39.0, 3.40.0, 3.41.0, 3.42.0, 3.43.0, 3.44.0, 3.46.0, 3.47.0, 3.48.0, 3.49.0, 3.6.4, 3.6.5",38,"ASP NET, AngularJS, Apache Ambari, Apache Flink, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Mahout, Apache Tez, Apache YARN, Apollo Client, CloudStack, Commerce Software, Discourse, Druid, EllisLab ExpressionEngine, Ghost, GoCD, Grafana, HHVM, Ionic Framework, JetPack, Liferay, Live Helper Chat, LocomotiveCMS, Meteor, Neos, OrientDB, Piwik, Ravenjs, React, Rundeck, Shopware, WooCommerce, ZURB Foundation, cube net, dotCMS, phpMyAdmin",3146153,0,—,0,0,0,0,—
