Library Name,Version,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
jsr305,3.0.0,3,"Apache Spark, Apache Spark Streaming, Hive",344129,0,—,0,0,0,0,—
kryo-shaded,4.0.3,3,"Apache Spark, Apache Spark Streaming, Hive",344129,0,—,0,0,0,0,—
libthrift,0.16.0,3,"Apache Spark, Apache Spark Streaming, Hive",344129,0,—,0,0,0,0,—
mockito-junit-jupiter,UNKNOWN,4,"Apache NiFi, Hbase, Jenkins, dotCMS",343405,0,—,0,0,0,0,—
@codemirror/lang-php,6.0.2,2,"JetPack, Joomla",342987,0,—,0,0,0,0,—
@codemirror/search,6.5.11,2,"JetPack, Joomla",342987,0,—,0,0,0,0,—
@lezer/php,1.0.5,2,"JetPack, Joomla",342987,0,—,0,0,0,0,—
ansi,0.3.1,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
ansistyles,0.1.3,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
bytes,2.2.0,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
cmd-shim,2.0.2,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
columnify,1.5.4,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
dezalgo,1.0.3,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
editor,1.0.0,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
fs-vacuum,1.2.10,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
gauge,1.2.7,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
http-errors,1.3.1,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
lodash.pad,4.5.1,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
npm-cache-filename,1.0.2,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
npm-package-arg,4.2.1,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
npmlog,2.0.4,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
output-file-sync,1.1.2,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
promzard,0.3.0,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
retry,0.8.0,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
sha,2.0.1,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
umask,1.1.0,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
user-home,1.1.1,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
which,1.2.14,7,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN, Neos",342422,0,—,0,0,0,0,—
symfony/http-client-contracts,v3.6.0,6,"AbanteCart, Commerce Software, Joomla, Live Helper Chat, Magento Commerce, phpBB",340772,0,—,0,0,0,0,—
tabbable,6.3.0,3,"Drupal, Liveblog, Prometheus",340648,0,—,0,0,0,0,—
binary,0.3.0,4,"Apache Ambari, Druid, Ravenjs, Selenium IDE",340594,0,—,0,0,0,0,—
buffers,0.1.1,4,"Apache Ambari, Druid, Ravenjs, Selenium IDE",340594,0,—,0,0,0,0,—
chainsaw,0.1.0,4,"Apache Ambari, Druid, Ravenjs, Selenium IDE",340594,0,—,0,0,0,0,—
temp,0.9.4,6,"Discourse, Emberjs, Ghost, Ravenjs, Selenium, ZK",340466,0,—,0,0,0,0,—
h2,2.2.220,4,"Apache Drill, Apache Kylin, Apache Tomcat, Hive",340446,0,—,0,0,0,0,—
after,0.8.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
are-we-there-yet,1.0.6,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
arraybuffer.slice,0.0.6,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ast-traverse,0.1.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ast-types,0.8.12,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
async-some,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-core,5.8.38,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-constant-folding,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-dead-code-elimination,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-eval,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-inline-environment-variables,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-jscript,1.0.4,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-member-expression-literals,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-property-literals,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-proto-to-assign,1.0.4,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-react-constant-elements,1.0.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-react-display-name,1.0.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-remove-console,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-remove-debugger,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-runtime,1.0.7,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-undeclared-variables-check,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babel-plugin-undefined-to-void,1.1.6,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
babylon,5.8.38,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
base64id,0.1.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
better-assert,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
blob,0.0.4,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
block-stream,0.0.8,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
breakable,1.0.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-asset-rewrite,1.1.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-filter,0.1.14,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-jshint,1.2.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-sane-watcher,1.1.5,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-slow-trees,1.1.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-uglify-sourcemap,1.5.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-viz,2.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
broccoli-writer,0.1.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
builtins,0.0.7,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
cardinal,0.5.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
chmodr,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
cli,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
colors,0.6.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
commander,2.1.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
component-bind,1.0.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
component-emitter,1.1.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
component-inherit,0.0.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
defs,1.1.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
detect-indent,3.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ember-cli-get-dependency-depth,1.0.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ember-cli-release,0.2.8,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ember-cli-uglify,1.2.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ember-disable-proxy-controllers,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ember-router-generator,1.2.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ember-test-helpers,0.5.34,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
esprima-fb,12001.1.0-dev-harmony-fb,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
esprima-fb,15001.1001.0-dev-harmony-fb,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
extract-zip,1.5.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
fileset,0.2.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
findup,0.1.5,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
findup-sync,0.2.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
fs-monitor-stack,1.1.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
fs-readdir-recursive,0.1.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
fs-tree-diff,0.4.4,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
fstream-npm,1.0.7,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
git-repo-version,0.3.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
git-tools,0.1.4,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
github-url-from-git,1.4.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
github-url-from-username-repo,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
glob,4.3.5,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
globals,6.4.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
has-binary,0.1.6,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
has-cors,1.1.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
hasha,2.2.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
home-or-tmp,1.0.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
js-tokens,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
klassy,0.1.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
leven,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
lodash-node,2.4.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
lodash.defaults,3.1.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
make-array,0.1.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
mkdirp,0.3.5,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
mkdirp,0.4.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
mkdirp,0.5.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
npm-install-checks,1.0.7,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
npmlog,1.2.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
object-component,0.0.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
options,0.0.6,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
path-exists,1.0.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
qunitjs,1.23.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
realize-package-specifier,3.0.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
recast,0.10.33,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
redeyed,0.5.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
regenerator,0.8.40,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
regexpu,1.3.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
request-progress,2.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
rimraf,2.2.8,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
rsvp,3.0.21,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
sorted-object,1.0.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
spawnback,1.0.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
try-resolve,1.0.1,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
ultron,1.0.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
validate-npm-package-name,2.2.2,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
walk-sync,0.1.3,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
write-file-atomic,1.1.4,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
yargs,3.27.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache Tez, Apache YARN",340333,0,—,0,0,0,0,—
jul-to-slf4j,2.0.17,4,"Apache NiFi, Apache Spark, Apache Spark Streaming, Jetty",340009,0,—,0,0,0,0,—
zstd-jni,1.5.7-7,4,"Apache NiFi, Apache Spark, Apache Spark Streaming, Jetty",340009,0,—,0,0,0,0,—
broccoli-funnel,1.2.0,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Ghost",339903,0,—,0,0,0,0,—
exists-sync,0.0.4,6,"Apache Ambari, Apache Hadoop, Apache Hadoop HDFS, Apache Hadoop MapReduce, Apache YARN, Ghost",339903,0,—,0,0,0,0,—
tough-cookie,4.1.3,4,"Commerce Software, Ionic Framework, Liferay, Selenium IDE",339894,0,—,0,0,0,0,—
github.com/go-openapi/jsonpointer,v0.21.0,4,"Grafana, Juju, Liferay, k8s",338327,0,—,0,0,0,0,—
github.com/go-openapi/swag,v0.23.0,4,"Grafana, Juju, Liferay, k8s",338327,0,—,0,0,0,0,—
github.com/gorilla/mux,v1.8.1,3,"Docker, Grafana, Juju",338281,0,—,0,0,0,0,—
cloud.google.com/go/longrunning,v0.8.0,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
dario.cat/mergo,v1.0.2,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/Azure/azure-sdk-for-go/sdk/azcore,v1.20.0,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/ProtonMail/go-crypto,v1.3.0,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/asaskevich/govalidator,v0.0.0-20230301143203-a9d515a09cc2,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/blang/semver,v3.5.1+incompatible,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/cloudflare/circl,v1.6.3,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/creack/pty,v1.1.24,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/hashicorp/go-sockaddr,v1.0.7,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/jmoiron/sqlx,v1.4.0,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/moby/sys/sequential,v0.6.0,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/moby/sys/user,v0.4.0,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/pelletier/go-toml,v1.9.5,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/prometheus/common,v0.66.1,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
github.com/sean-/seed,v0.0.0-20170313163322-e2103e2c3529,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
google.golang.org/genproto/googleapis/api,v0.0.0-20260209200024-4cfbd4190f57,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
pgregory.net/rapid,v1.2.0,2,"Docker, Grafana",337743,0,—,0,0,0,0,—
protobuf,6.33.5,5,"Apache Spark, Apache Spark Streaming, DNS Server, Ripple, TensorFlow",337490,0,—,0,0,0,0,—
jaxb-api,2.3.1,8,"Apache Ambari, Apache Flink, Apache Phoenix, Apache Storm, GridGain, Hbase, Liquibase, Presto",337080,0,—,0,0,0,0,—
actions/download-artifact,v6,4,"Apache Spark, Apache Spark Streaming, Grafana, Rust",336883,0,—,0,0,0,0,—
