Vulnerable Library,CVE ID,CVE Severity,Products Affected,Affected Products,Enterprises Exposed
mysql-connector-java 5.1.34,CVE-2018-3258,High,1,Apache Oozie,59842
mysql-connector-java 5.1.34,CVE-2023-22102,High,1,Apache Oozie,59842
org.eclipse.jgit 5.0.1.201806211838-r,CVE-2023-4759,High,1,Apache Oozie,59842
spark-core_2.10 1.6.1,CVE-2017-12612,High,1,Apache Oozie,59842
spark-core_2.10 1.6.1,CVE-2018-11804,High,1,Apache Oozie,59842
spark-core_2.10 1.6.1,CVE-2025-54920,High,1,Apache Oozie,59842
xercesImpl 2.11.0,CVE-2012-0881,High,1,Apache Oozie,59842
xercesImpl 2.11.0,CVE-2013-4002,High,1,Apache Oozie,59842
set-value 0.4.3,CVE-2021-23440,High,3,"Liferay, Neos, OrientDB",58905
set-value 2.0.0,CVE-2021-23440,High,3,"Liferay, Neos, OrientDB",58905
immutable 5.1.4,CVE-2026-29063,High,3,"Angular Material, Liferay, Live Helper Chat",58842
robrichards/xmlseclibs 3.1.4,CVE-2026-32313,High,1,Zabbix,57433
taffydb 2.6.2,CVE-2019-10790,High,2,"Jahia, Liferay",57338
marked 0.7.0,CVE-2022-21680,High,2,"Angular Material, Liferay",55991
marked 0.7.0,CVE-2022-21681,High,2,"Angular Material, Liferay",55991
axios 1.13.2,CVE-2026-25639,High,3,"Liferay, Live Helper Chat, XWiki",55508
acorn 5.7.3,N/A,High,2,"Liferay, Neos",54664
flatted 2.0.0,CVE-2026-32141,High,2,"Liferay, Neos",54664
flatted 2.0.0,CVE-2026-33228,High,2,"Liferay, Neos",54664
json5 2.1.0,CVE-2022-46175,High,2,"Liferay, Neos",54664
semver-regex 1.0.0,CVE-2021-3795,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2021-32803,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2021-32804,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2021-37701,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2021-37712,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2021-37713,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2026-23745,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2026-23950,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2026-24842,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2026-26960,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2026-29786,High,2,"Liferay, Neos",54664
tar 4.4.8,CVE-2026-31802,High,2,"Liferay, Neos",54664
y18n 4.0.0,CVE-2020-7774,High,2,"Liferay, Neos",54664
flatted 3.2.7,CVE-2026-32141,High,3,"Liferay, Thelia, ZK",54186
flatted 3.2.7,CVE-2026-33228,High,3,"Liferay, Thelia, ZK",54186
http-proxy-middleware 0.19.1,CVE-2024-21536,High,2,"Bolt, Liferay",53414
immutable 3.8.2,CVE-2026-29063,High,2,"Liferay, LocomotiveCMS",52819
lodash 4.17.20,CVE-2021-23337,High,2,"Liferay, LocomotiveCMS",52819
@angular/common 16.2.1,CVE-2025-66035,High,1,Liferay,52575
@angular/compiler 16.2.1,CVE-2025-66412,High,1,Liferay,52575
@angular/compiler 16.2.1,CVE-2026-22610,High,1,Liferay,52575
@angular/core 16.2.1,CVE-2026-22610,High,1,Liferay,52575
@angular/core 16.2.1,CVE-2026-27970,High,1,Liferay,52575
@remix-run/router 1.14.2,CVE-2026-22029,High,1,Liferay,52575
async 3.2.0,CVE-2021-43138,High,1,Liferay,52575
billboard.js 1.12.12,CVE-2026-1513,High,1,Liferay,52575
billboard.js 1.8.1,CVE-2026-1513,High,1,Liferay,52575
com.liferay.util.java 4.0.0,CVE-2024-25606,High,1,Liferay,52575
copy-props 2.0.4,CVE-2020-28503,High,1,Liferay,52575
cross-spawn 2.2.3,CVE-2024-21538,High,1,Liferay,52575
css-what 2.1.0,CVE-2022-21222,High,1,Liferay,52575
d3-color 1.2.3,N/A,High,1,Liferay,52575
d3-color 3.0.1,N/A,High,1,Liferay,52575
fast-json-patch 3.0.0-1,CVE-2021-4279,High,1,Liferay,52575
fast-xml-parser 4.4.1,CVE-2026-26278,High,1,Liferay,52575
fast-xml-parser 4.4.1,CVE-2026-33036,High,1,Liferay,52575
flatted 3.1.1,CVE-2026-32141,High,1,Liferay,52575
flatted 3.1.1,CVE-2026-33228,High,1,Liferay,52575
glob 10.3.3,CVE-2025-64756,High,1,Liferay,52575
glob 10.4.1,CVE-2025-64756,High,1,Liferay,52575
immutable 4.3.3,CVE-2026-29063,High,1,Liferay,52575
immutable 4.3.6,CVE-2026-29063,High,1,Liferay,52575
jetty-server 8.1.8.v20121106,CVE-2015-2080,High,1,Liferay,52575
jetty-server 8.1.8.v20121106,CVE-2017-7656,High,1,Liferay,52575
jetty-server 8.1.8.v20121106,CVE-2017-9735,High,1,Liferay,52575
jetty-server 8.1.8.v20121106,CVE-2021-28165,High,1,Liferay,52575
jetty-webapp 8.1.8.v20121106,CVE-2020-27216,High,1,Liferay,52575
jspdf 3.0.4,CVE-2026-24133,High,1,Liferay,52575
jspdf 3.0.4,CVE-2026-24737,High,1,Liferay,52575
jspdf 3.0.4,CVE-2026-25535,High,1,Liferay,52575
jspdf 3.0.4,CVE-2026-25755,High,1,Liferay,52575
jspdf 3.0.4,CVE-2026-25940,High,1,Liferay,52575
jspdf 3.0.4,CVE-2026-31898,High,1,Liferay,52575
lodash-es 4.17.11,CVE-2020-8203,High,1,Liferay,52575
lodash-es 4.17.11,CVE-2021-23337,High,1,Liferay,52575
lodash-es 4.17.4,CVE-2020-8203,High,1,Liferay,52575
lodash-es 4.17.4,CVE-2021-23337,High,1,Liferay,52575
lodash.template 3.6.2,CVE-2021-23337,High,1,Liferay,52575
log4j 1.2.14,CVE-2021-4104,High,1,Liferay,52575
log4j 1.2.14,CVE-2022-23302,High,1,Liferay,52575
log4j 1.2.14,CVE-2023-26464,High,1,Liferay,52575
marked 0.6.3,CVE-2022-21680,High,1,Liferay,52575
marked 0.6.3,CVE-2022-21681,High,1,Liferay,52575
minimatch 4.2.1,CVE-2026-26996,High,1,Liferay,52575
minimatch 4.2.1,CVE-2026-27903,High,1,Liferay,52575
minimatch 4.2.1,CVE-2026-27904,High,1,Liferay,52575
minimatch 9.0.4,CVE-2026-26996,High,1,Liferay,52575
minimatch 9.0.4,CVE-2026-27903,High,1,Liferay,52575
minimatch 9.0.4,CVE-2026-27904,High,1,Liferay,52575
path-to-regexp 3.0.0,CVE-2024-45296,High,1,Liferay,52575
qs 6.9.6,CVE-2022-24999,High,1,Liferay,52575
rollup 3.28.1,CVE-2024-47068,High,1,Liferay,52575
rollup 3.28.1,CVE-2026-27606,High,1,Liferay,52575
rollup 3.29.3,CVE-2024-47068,High,1,Liferay,52575
rollup 3.29.3,CVE-2026-27606,High,1,Liferay,52575
rollup 3.29.4,CVE-2024-47068,High,1,Liferay,52575
rollup 3.29.4,CVE-2026-27606,High,1,Liferay,52575
semver 5.7.0,CVE-2022-25883,High,1,Liferay,52575
semver 6.1.1,CVE-2022-25883,High,1,Liferay,52575
semver 7.3.2,CVE-2022-25883,High,1,Liferay,52575
semver 7.3.4,CVE-2022-25883,High,1,Liferay,52575
shiro-core 1.1.0,CVE-2019-12422,High,1,Liferay,52575
shiro-core 1.1.0,CVE-2020-13933,High,1,Liferay,52575
spring-beans 4.1.2.RELEASE,CVE-2022-22970,High,1,Liferay,52575
spring-beans 4.1.9.RELEASE,CVE-2022-22970,High,1,Liferay,52575
spring-context 4.1.2.RELEASE,CVE-2022-22968,High,1,Liferay,52575
spring-context 4.1.9.RELEASE,CVE-2022-22968,High,1,Liferay,52575
spring-core 4.1.2.RELEASE,CVE-2015-5211,High,1,Liferay,52575
spring-core 4.1.2.RELEASE,CVE-2016-5007,High,1,Liferay,52575
spring-core 4.1.2.RELEASE,CVE-2018-1272,High,1,Liferay,52575
spring-core 4.1.9.RELEASE,CVE-2016-5007,High,1,Liferay,52575
spring-core 4.1.9.RELEASE,CVE-2018-1272,High,1,Liferay,52575
spring-expression 4.1.2.RELEASE,CVE-2023-20863,High,1,Liferay,52575
spring-expression 4.1.9.RELEASE,CVE-2023-20863,High,1,Liferay,52575
spring-security-core 5.5.1,CVE-2024-22257,High,1,Liferay,52575
spring-web 4.1.2.RELEASE,CVE-2024-22243,High,1,Liferay,52575
spring-web 4.1.2.RELEASE,CVE-2024-22259,High,1,Liferay,52575
spring-web 4.1.2.RELEASE,CVE-2024-22262,High,1,Liferay,52575
spring-web 4.1.9.RELEASE,CVE-2024-22243,High,1,Liferay,52575
spring-web 4.1.9.RELEASE,CVE-2024-22259,High,1,Liferay,52575
spring-web 4.1.9.RELEASE,CVE-2024-22262,High,1,Liferay,52575
spring-webmvc 4.1.2.RELEASE,CVE-2024-38819,High,1,Liferay,52575
spring-webmvc 4.1.9.RELEASE,CVE-2024-38819,High,1,Liferay,52575
storybook 8.6.15,CVE-2026-27148,High,1,Liferay,52575
tar 6.1.15,CVE-2026-23745,High,1,Liferay,52575
tar 6.1.15,CVE-2026-23950,High,1,Liferay,52575
tar 6.1.15,CVE-2026-24842,High,1,Liferay,52575
tar 6.1.15,CVE-2026-26960,High,1,Liferay,52575
tar 6.1.15,CVE-2026-29786,High,1,Liferay,52575
tar 6.1.15,CVE-2026-31802,High,1,Liferay,52575
tar 7.2.0,CVE-2026-23745,High,1,Liferay,52575
tar 7.2.0,CVE-2026-23950,High,1,Liferay,52575
tar 7.2.0,CVE-2026-24842,High,1,Liferay,52575
tar 7.2.0,CVE-2026-26960,High,1,Liferay,52575
tar 7.2.0,CVE-2026-29786,High,1,Liferay,52575
tar 7.2.0,CVE-2026-31802,High,1,Liferay,52575
tar-fs 1.16.3,CVE-2024-12905,High,1,Liferay,52575
tar-fs 1.16.3,CVE-2025-48387,High,1,Liferay,52575
tar-fs 1.16.3,CVE-2025-59343,High,1,Liferay,52575
tar-fs 1.16.4,CVE-2025-48387,High,1,Liferay,52575
tar-fs 1.16.4,CVE-2025-59343,High,1,Liferay,52575
trim-newlines 3.0.0,CVE-2021-33623,High,1,Liferay,52575
ua-parser-js 0.7.17,CVE-2020-7733,High,1,Liferay,52575
ua-parser-js 0.7.17,CVE-2020-7793,High,1,Liferay,52575
ua-parser-js 0.7.17,CVE-2021-27292,High,1,Liferay,52575
ua-parser-js 0.7.20,CVE-2020-7733,High,1,Liferay,52575
ua-parser-js 0.7.20,CVE-2020-7793,High,1,Liferay,52575
ua-parser-js 0.7.20,CVE-2021-27292,High,1,Liferay,52575
underscore 1.9.1,CVE-2026-27601,High,1,Liferay,52575
undici 5.0.0,CVE-2022-32210,High,1,Liferay,52575
undici 5.0.0,CVE-2023-24807,High,1,Liferay,52575
undici 5.0.0,CVE-2026-1526,High,1,Liferay,52575
undici 5.0.0,CVE-2026-2229,High,1,Liferay,52575
vite 3.2.7,CVE-2024-23331,High,1,Liferay,52575
vite 4.4.7,CVE-2024-23331,High,1,Liferay,52575
vite 4.4.9,CVE-2024-23331,High,1,Liferay,52575
vite 4.5.1,CVE-2024-23331,High,1,Liferay,52575
webpack-dev-middleware 3.7.2,CVE-2024-29180,High,1,Liferay,52575
webpack-dev-middleware 4.3.0,CVE-2024-29180,High,1,Liferay,52575
webpack-dev-middleware 7.0.0,CVE-2024-29180,High,1,Liferay,52575
ws 7.3.1,CVE-2024-37890,High,1,Liferay,52575
ws 8.16.0,CVE-2024-37890,High,1,Liferay,52575
assertj-core 3.26.3,CVE-2026-24400,High,1,Neo4j,51288
rack 3.2.4,CVE-2026-22860,High,1,Phusion Passenger,49903
@angular/common 11.2.14,CVE-2025-66035,High,1,Apache NiFi,45452
@angular/compiler 11.2.14,CVE-2025-66412,High,1,Apache NiFi,45452
@angular/compiler 11.2.14,CVE-2026-22610,High,1,Apache NiFi,45452
@angular/core 11.2.14,CVE-2026-22610,High,1,Apache NiFi,45452
@angular/core 11.2.14,CVE-2026-27970,High,1,Apache NiFi,45452
commons-collections 3.2.1,CVE-2015-6420,High,3,"Apache Ambari, Apache Giraph, GlassFish",44061
github.com/docker/docker v24.0.0-rc.2.0.20230908212318-6ce5aa1cd5a4+incompatible,CVE-2026-34040,High,1,Swarm,43748
dnsjava 3.5.1,CVE-2024-25638,High,1,Apache Zookeeper,42493
dnsjava 3.5.1,N/A,High,1,Apache Zookeeper,42493
playwright 1.48.2,CVE-2025-59288,High,2,"Commerce Software, dotCMS",42437
aws-sdk 2.572.0,CVE-2020-28472,High,1,Meteor,42359
glob 11.0.0,CVE-2025-64756,High,1,Meteor,42359
markdown-to-jsx 4.0.3,N/A,High,1,Meteor,42359
minimatch 10.0.1,CVE-2026-26996,High,1,Meteor,42359
minimatch 10.0.1,CVE-2026-27903,High,1,Meteor,42359
minimatch 10.0.1,CVE-2026-27904,High,1,Meteor,42359
diff 1.4.0,N/A,High,3,"Apache Ambari, Apache Tez, Ghost",40436
underscore 1.8.3,CVE-2026-27601,High,3,"Apache Ambari, Apache Tez, Ghost",40436
dompurify 2.4.0,CVE-2024-45801,High,1,Commerce Software,35570
dompurify 2.4.0,CVE-2024-47875,High,1,Commerce Software,35570
fast-xml-parser 5.0.9,CVE-2026-25128,High,1,Commerce Software,35570
fast-xml-parser 5.0.9,CVE-2026-26278,High,1,Commerce Software,35570
fast-xml-parser 5.0.9,CVE-2026-33036,High,1,Commerce Software,35570
guzzlehttp/guzzle 7.3.0,CVE-2022-29248,High,1,Commerce Software,35570
guzzlehttp/guzzle 7.3.0,CVE-2022-31042,High,1,Commerce Software,35570
guzzlehttp/guzzle 7.3.0,CVE-2022-31043,High,1,Commerce Software,35570
guzzlehttp/guzzle 7.3.0,CVE-2022-31090,High,1,Commerce Software,35570
guzzlehttp/guzzle 7.3.0,CVE-2022-31091,High,1,Commerce Software,35570
nodemailer 6.7.3,CVE-2025-14874,High,1,Commerce Software,35570
nodemailer 6.8.0,CVE-2025-14874,High,1,Commerce Software,35570
pdfjs-dist 3.6.172,CVE-2024-4367,High,1,Commerce Software,35570
pear/archive_tar 1.4.13,CVE-2021-32610,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-45048,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-45290,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-45293,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-47873,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-48917,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-56365,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-56366,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-56408,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2024-56409,High,1,Commerce Software,35570
phpoffice/phpspreadsheet 1.17.1,CVE-2025-54370,High,1,Commerce Software,35570
phpunit/phpunit 7.3.2,CVE-2026-24765,High,1,Commerce Software,35570
prestashop/blockwishlist v2.0.1,CVE-2022-31101,High,1,Commerce Software,35570
smarty/smarty v3.1.43,CVE-2022-29221,High,1,Commerce Software,35570
smarty/smarty v3.1.43,CVE-2023-28447,High,1,Commerce Software,35570
smarty/smarty v3.1.43,CVE-2024-35226,High,1,Commerce Software,35570
symfony/symfony v4.4.32,CVE-2024-51736,High,1,Commerce Software,35570
symfony/symfony v4.4.32,CVE-2025-64500,High,1,Commerce Software,35570
tar 6.1.13,CVE-2026-23745,High,1,Commerce Software,35570
tar 6.1.13,CVE-2026-23950,High,1,Commerce Software,35570
tar 6.1.13,CVE-2026-24842,High,1,Commerce Software,35570
tar 6.1.13,CVE-2026-26960,High,1,Commerce Software,35570
tar 6.1.13,CVE-2026-29786,High,1,Commerce Software,35570
tar 6.1.13,CVE-2026-31802,High,1,Commerce Software,35570
tecnickcom/tcpdf 6.4.1,CVE-2024-56521,High,1,Commerce Software,35570
tecnickcom/tcpdf 6.4.1,CVE-2024-56522,High,1,Commerce Software,35570
twig/twig v3.3.8,CVE-2022-39261,High,1,Commerce Software,35570
validator 13.15.15,CVE-2025-12758,High,1,Commerce Software,35570
vue-i18n 10.0.3,CVE-2025-27597,High,1,Commerce Software,35570
xlsx 0.18.5,CVE-2023-30533,High,1,Commerce Software,35570
xlsx 0.18.5,CVE-2024-22363,High,1,Commerce Software,35570
commons-io 2.8.0,CVE-2024-47554,High,2,"Apache Ambari, CloudStack",35013
body-parser 1.17.1,CVE-2024-45590,High,2,"Apache Ambari, Apache Tez",34598
bower 1.8.4,CVE-2019-5484,High,2,"Apache Ambari, Apache Tez",34598
js-yaml 3.8.3,N/A,High,2,"Apache Ambari, Apache Tez",34598
lodash 3.7.0,CVE-2018-16487,High,2,"Apache Ambari, Apache Tez",34598
lodash 3.7.0,CVE-2020-8203,High,2,"Apache Ambari, Apache Tez",34598
lodash 3.7.0,CVE-2021-23337,High,2,"Apache Ambari, Apache Tez",34598
merge 1.2.0,CVE-2018-16469,High,2,"Apache Ambari, Apache Tez",34598
merge 1.2.0,CVE-2020-28499,High,2,"Apache Ambari, Apache Tez",34598
minimatch 1.0.0,CVE-2016-10540,High,2,"Apache Ambari, Apache Tez",34598
minimatch 1.0.0,CVE-2022-3517,High,2,"Apache Ambari, Apache Tez",34598
minimatch 1.0.0,CVE-2026-26996,High,2,"Apache Ambari, Apache Tez",34598
minimatch 1.0.0,CVE-2026-27903,High,2,"Apache Ambari, Apache Tez",34598
minimatch 1.0.0,CVE-2026-27904,High,2,"Apache Ambari, Apache Tez",34598
mout 0.9.1,CVE-2020-7792,High,2,"Apache Ambari, Apache Tez",34598
mout 0.9.1,CVE-2022-21213,High,2,"Apache Ambari, Apache Tez",34598
npm 2.14.10,CVE-2016-3956,High,2,"Apache Ambari, Apache Tez",34598
npm 2.14.10,CVE-2018-7408,High,2,"Apache Ambari, Apache Tez",34598
npm 2.14.10,CVE-2019-16775,High,2,"Apache Ambari, Apache Tez",34598
npm 2.14.10,CVE-2019-16776,High,2,"Apache Ambari, Apache Tez",34598
npm 2.14.10,CVE-2019-16777,High,2,"Apache Ambari, Apache Tez",34598
semver 5.0.3,CVE-2022-25883,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2015-8860,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2018-20834,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2021-32804,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2021-37713,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2026-23745,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2026-23950,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2026-24842,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2026-26960,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2026-29786,High,2,"Apache Ambari, Apache Tez",34598
tar 1.0.3,CVE-2026-31802,High,2,"Apache Ambari, Apache Tez",34598
uglify-js 2.3.6,CVE-2015-8858,High,2,"Apache Ambari, Apache Tez",34598
moment 2.18.1,CVE-2017-18214,High,2,"Apache Ambari, OrientDB",32571
moment 2.18.1,CVE-2022-24785,High,2,"Apache Ambari, OrientDB",32571
moment 2.18.1,CVE-2022-31129,High,2,"Apache Ambari, OrientDB",32571
semver 2.3.2,CVE-2015-8855,High,2,"Apache Ambari, Neos",30419
semver 2.3.2,CVE-2022-25883,High,2,"Apache Ambari, Neos",30419
mysql-connector-java 8.0.13,CVE-2023-22102,High,2,"Apache Ambari, GridGain",29808
i18n 0.7.0,CVE-2014-10077,High,2,"Apache Mesos, Apache PredictionIO",29671
avro 1.7.4,CVE-2023-39410,High,2,"Apache Ambari, Apache MINA",29037
jersey-core 1.9,CVE-2014-3643,High,2,"Apache Ambari, Apache Apex",28973
commons-io 2.1,CVE-2024-47554,High,3,"Apache Ambari, Apache Giraph, Apache Trafodion",28845
jackson-mapper-asl 1.9.2,CVE-2019-10172,High,2,"Apache Ambari, Apache Giraph",28811
jetty-server 9.4.51.v20230217,CVE-2024-13009,High,2,"Apache Flume, Cask Data Application Platform",28675
jersey-core 1.8,CVE-2014-3643,High,2,"Apache Ambari, Apache Trafodion",28364
ambari 2.7.6,CVE-2022-42009,High,1,Apache Ambari,28330
ambari 2.7.6,CVE-2022-45855,High,1,Apache Ambari,28330
async 2.3.0,CVE-2021-43138,High,1,Apache Ambari,28330
bower 1.7.2,CVE-2019-5484,High,1,Apache Ambari,28330
bower 1.8.0,CVE-2019-5484,High,1,Apache Ambari,28330
braces 0.1.5,CVE-2024-4068,High,1,Apache Ambari,28330
c3p0 [0.9.5.4],CVE-2019-5427,High,1,Apache Ambari,28330
c3p0 [0.9.5.4],CVE-2026-27830,High,1,Apache Ambari,28330
commons-compress 1.4.1,CVE-2021-35515,High,1,Apache Ambari,28330
commons-compress 1.4.1,CVE-2021-35516,High,1,Apache Ambari,28330
commons-compress 1.4.1,CVE-2021-35517,High,1,Apache Ambari,28330
commons-compress 1.4.1,CVE-2021-36090,High,1,Apache Ambari,28330
cross-spawn 3.0.1,CVE-2024-21538,High,1,Apache Ambari,28330
debug 2.1.3,CVE-2017-20165,High,1,Apache Ambari,28330
debug 2.6.1,CVE-2017-20165,High,1,Apache Ambari,28330
debug 2.6.3,CVE-2017-20165,High,1,Apache Ambari,28330
debug 2.6.4,CVE-2017-20165,High,1,Apache Ambari,28330
debug 2.6.6,CVE-2017-20165,High,1,Apache Ambari,28330
decompress-zip 0.1.0,N/A,High,1,Apache Ambari,28330
engine.io 1.8.3,CVE-2020-36048,High,1,Apache Ambari,28330
fresh 0.2.0,CVE-2017-16119,High,1,Apache Ambari,28330
gson 2.2.2,CVE-2022-25647,High,1,Apache Ambari,28330
hadoop-common 2.2.0,CVE-2016-6811,High,1,Apache Ambari,28330
hadoop-common 2.2.0,CVE-2017-7669,High,1,Apache Ambari,28330
hadoop-common 2.2.0,CVE-2020-9492,High,1,Apache Ambari,28330
hadoop-common 2.7.7,CVE-2017-7669,High,1,Apache Ambari,28330
hadoop-common 2.7.7,CVE-2020-9492,High,1,Apache Ambari,28330
handlebars 1.0.12,CVE-2019-20920,High,1,Apache Ambari,28330
handlebars 1.0.12,N/A,High,1,Apache Ambari,28330
handlebars 2.0.0,CVE-2019-20920,High,1,Apache Ambari,28330
handlebars 2.0.0,N/A,High,1,Apache Ambari,28330
handlebars 4.0.6,CVE-2019-20920,High,1,Apache Ambari,28330
handlebars 4.0.6,CVE-2019-20922,High,1,Apache Ambari,28330
handlebars 4.0.6,CVE-2026-33938,High,1,Apache Ambari,28330
handlebars 4.0.6,CVE-2026-33939,High,1,Apache Ambari,28330
handlebars 4.0.6,CVE-2026-33940,High,1,Apache Ambari,28330
handlebars 4.0.6,CVE-2026-33941,High,1,Apache Ambari,28330
handlebars 4.0.6,N/A,High,1,Apache Ambari,28330
hawk 2.3.1,CVE-2016-2515,High,1,Apache Ambari,28330
hawk 2.3.1,CVE-2022-29167,High,1,Apache Ambari,28330
httpclient 4.1.2,CVE-2012-6153,High,1,Apache Ambari,28330
jackson-core 2.4.0,CVE-2025-52999,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2018-12022,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2018-5968,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2019-12086,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2019-14439,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2019-14892,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-10650,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-10673,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-24616,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-24750,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-35490,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-35491,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-35728,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36179,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36180,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36181,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36182,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36183,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36184,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36185,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36186,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36187,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36188,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36189,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2020-36518,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2021-20190,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2022-42003,High,1,Apache Ambari,28330
jackson-databind 2.4.0,CVE-2022-42004,High,1,Apache Ambari,28330
jettison 1.1,CVE-2022-40150,High,1,Apache Ambari,28330
jettison 1.1,CVE-2022-45685,High,1,Apache Ambari,28330
jettison 1.1,CVE-2022-45693,High,1,Apache Ambari,28330
jettison 1.1,CVE-2023-1436,High,1,Apache Ambari,28330
lodash 4.16.6,CVE-2018-16487,High,1,Apache Ambari,28330
lodash 4.16.6,CVE-2020-8203,High,1,Apache Ambari,28330
lodash 4.16.6,CVE-2021-23337,High,1,Apache Ambari,28330
lodash.merge 4.6.0,N/A,High,1,Apache Ambari,28330
mime 1.2.4,CVE-2017-16138,High,1,Apache Ambari,28330
minimatch 0.3.0,CVE-2016-10540,High,1,Apache Ambari,28330
minimatch 0.3.0,CVE-2022-3517,High,1,Apache Ambari,28330
minimatch 0.3.0,CVE-2026-26996,High,1,Apache Ambari,28330
minimatch 0.3.0,CVE-2026-27903,High,1,Apache Ambari,28330
minimatch 0.3.0,CVE-2026-27904,High,1,Apache Ambari,28330
mout 0.11.1,CVE-2020-7792,High,1,Apache Ambari,28330
mout 0.11.1,CVE-2022-21213,High,1,Apache Ambari,28330
mout 1.0.0,CVE-2020-7792,High,1,Apache Ambari,28330
mout 1.0.0,CVE-2022-21213,High,1,Apache Ambari,28330
ms 0.7.0,CVE-2015-8315,High,1,Apache Ambari,28330
netty 3.7.0.Final,CVE-2015-2156,High,1,Apache Ambari,28330
netty 3.7.0.Final,CVE-2021-37136,High,1,Apache Ambari,28330
